代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00929,復華台灣科技優息,112,M02,113年02月29日,113年03月06日,113年03月26日,0.13,113
00929,復華台灣科技優息,112,M04,113年04月23日,113年04月29日,113年05月20日,0.2,113
00929,復華台灣科技優息,112,M01,113年01月18日,113年01月24日,113年02月22日,0.13,113
00929,復華台灣科技優息,112,M10,112年10月24日,112年10月30日,112年11月17日,0.11,112
00929,復華台灣科技優息,112,M07,112年07月19日,112年07月25日,112年08月14日,0.11,112
00929,復華台灣科技優息,112,M11,112年11月21日,112年11月27日,112年12月15日,0.11,112
00929,復華台灣科技優息,112,M12,112年12月19日,112年12月25日,113年01月15日,0.11,112
00929,復華台灣科技優息,112,M03,113年03月19日,113年03月25日,113年04月16日,0.13,113
00930,永豐ESG低碳高息,112,M09,113年09月20日,113年09月28日,113年10月18日,0.43,113
00930,永豐ESG低碳高息,112,M01,113年01月17日,113年01月23日,113年02月20日,0.208,113
00930,永豐ESG低碳高息,112,M07,113年07月25日,113年07月31日,113年08月20日,0.36,113
00930,永豐ESG低碳高息,112,M03,113年03月21日,113年03月27日,113年04月19日,0.246,113
00930,永豐ESG低碳高息,112,M11,113年11月26日,113年12月02日,113年12月20日,0.43,113
00930,永豐ESG低碳高息,112,M05,113年05月23日,113年05月29日,113年06月20日,0.36,113
00932,兆豐永續高息等權,112,M11,113年11月19日,113年11月25日,113年12月06日,0.52,113
00932,兆豐永續高息等權,112,M08,113年08月16日,113年08月24日,113年09月04日,0.65,113
00932,兆豐永續高息等權,112,M05,113年05月16日,113年05月24日,113年06月17日,0.52,113
00934,中信成長高股息,112,M07,113年07月16日,113年07月22日,113年08月09日,0.33,113
00934,中信成長高股息,112,M10,113年10月17日,113年10月23日,113年11月12日,0.139,113
00934,中信成長高股息,112,M12,113年12月17日,113年12月23日,114年01月13日,0.023,113
00934,中信成長高股息,112,M09,113年09月18日,113年09月24日,113年10月15日,0.142,113
00934,中信成長高股息,112,M08,113年08月16日,113年08月24日,113年09月11日,0.14,113
00934,中信成長高股息,112,M11,113年11月18日,113年11月24日,113年12月12日,0.115,113
00935,野村臺灣新科技50,112,M09,113年09月18日,113年09月24日,113年10月15日,0.6,113
00936,台新永續高息中小,112,M11,113年11月15日,113年11月23日,113年12月05日,0.05,113
00936,台新永續高息中小,112,M09,113年09月16日,113年09月23日,113年10月07日,0.08,113
00936,台新永續高息中小,112,M04,113年04月17日,113年04月23日,113年05月08日,0.11,113
00936,台新永續高息中小,112,M07,113年07月15日,113年07月21日,113年08月02日,0.16,113
00936,台新永續高息中小,112,M06,113年06月18日,113年06月24日,113年07月08日,0.25,113
00936,台新永續高息中小,112,M10,113年10月16日,113年10月22日,113年11月05日,0.08,113
00936,台新永續高息中小,112,M12,113年12月16日,113年12月22日,114年01月06日,0.05,113
00936,台新永續高息中小,112,M08,113年08月15日,113年08月21日,113年09月04日,0.16,113
00936,台新永續高息中小,112,M05,113年05月16日,113年05月22日,113年06月05日,0.16,113
00939,統一台灣高息動能,112,M12,113年12月03日,113年12月09日,113年12月26日,0.063,113
00939,統一台灣高息動能,112,M10,113年10月02日,113年10月08日,113年10月28日,0.063,113
00939,統一台灣高息動能,112,M08,113年08月01日,113年08月09日,113年08月26日,0.063,113
00939,統一台灣高息動能,112,M09,113年09月03日,113年09月09日,113年09月27日,0.063,113
00939,統一台灣高息動能,112,M12,113年12月31日,114年01月07日,114年02月04日,0.05,113
00939,統一台灣高息動能,112,M10,113年10月31日,113年11月08日,113年11月25日,0.063,113
00940,元大台灣價值高息,112,M07,113年07月11日,113年07月17日,113年08月01日,0.05,113
00940,元大台灣價值高息,112,M01,114年01月02日,114年01月08日,114年02月03日,0.03,113
00940,元大台灣價值高息,112,M09,113年09月05日,113年09月11日,113年10月01日,0.05,113
00940,元大台灣價值高息,112,M11,113年11月07日,113年11月13日,113年12月02日,0.04,113
00940,元大台灣價值高息,112,M12,113年12月11日,113年12月17日,114年01月02日,0.04,113
00940,元大台灣價值高息,112,M10,113年10月09日,113年10月16日,113年11月01日,0.05,113
00940,元大台灣價值高息,112,M08,113年08月08日,113年08月14日,113年09月02日,0.05,113
00943,兆豐電子高息等權,112,M10,113年10月17日,113年10月25日,113年11月05日,0.15,113
00943,兆豐電子高息等權,112,M12,113年12月17日,113年12月23日,114年01月06日,0.025,113
00943,兆豐電子高息等權,112,M09,113年09月18日,113年09月24日,113年10月07日,0.15,113
00943,兆豐電子高息等權,112,M11,113年11月19日,113年11月25日,113年12月06日,0.15,113
00944,野村趨勢動能高息,112,M12,113年12月17日,113年12月23日,114年01月13日,0.058,113
00944,野村趨勢動能高息,112,M09,113年09月18日,113年09月24日,113年10月15日,0.058,113
00944,野村趨勢動能高息,112,M10,113年10月17日,113年10月25日,113年11月14日,0.058,113
00944,野村趨勢動能高息,112,M08,113年08月16日,113年08月24日,113年09月12日,0.058,113
00944,野村趨勢動能高息,112,M07,113年07月16日,113年07月22日,113年08月09日,0.058,113
00944,野村趨勢動能高息,112,M11,113年11月18日,113年11月24日,113年12月12日,0.058,113
00944,野村趨勢動能高息,112,M01,114年01月17日,114年01月25日,114年02月20日,,113
00945B,凱基美國非投等債,112,M09,113年09月19日,113年09月25日,113年10月16日,0.102,113
00945B,凱基美國非投等債,112,M11,113年11月18日,113年11月24日,113年12月12日,0.102,113
00945B,凱基美國非投等債,112,M08,113年08月16日,113年08月24日,113年09月11日,0.102,113
00945B,凱基美國非投等債,112,M12,113年12月17日,113年12月23日,114年01月13日,0.102,113
00945B,凱基美國非投等債,112,M10,113年10月21日,113年10月27日,113年11月14日,0.102,113
00945B,凱基美國非投等債,112,M07,113年07月16日,113年07月22日,113年08月09日,0.102,113
00946,群益科技高息成長,112,M01,114年01月08日,114年01月14日,114年02月07日,,113
00946,群益科技高息成長,112,M11,113年11月07日,113年11月13日,113年11月28日,0.054,113
00946,群益科技高息成長,112,M10,113年10月08日,113年10月14日,113年10月30日,0.054,113
00946,群益科技高息成長,112,M12,113年12月06日,113年12月14日,113年12月27日,0.041,113
00946,群益科技高息成長,112,M08,113年08月07日,113年08月13日,113年08月28日,0.067,113
00946,群益科技高息成長,112,M09,113年09月06日,113年09月14日,113年09月30日,0.054,113
00953B,群益優選非投等債,112,M01,114年01月08日,114年01月14日,114年02月07日,,113
00953B,群益優選非投等債,112,M12,113年12月06日,113年12月14日,113年12月27日,0.07,113
00953B,群益優選非投等債,112,M11,113年11月07日,113年11月13日,113年11月28日,0.07,113
