股票代號,股票名稱,收盤價,收盤日,配股方式,近一年股利,近一年股利值利率,115現金股利,114現金股利,113現金股利,112現金股利,111現金股利,110現金股利,109現金股利,108現金股利,107現金股利,115殖利率,114殖利率,113殖利率,112殖利率,111殖利率,110殖利率,109殖利率,108殖利率,107殖利率,115ROE,114ROE,113ROE,112ROE,111ROE,110ROE,109ROE,108ROE,107ROE,115EPS_年度,114EPS_年度,113EPS_年度,112EPS_年度,111EPS_年度,110EPS_年度,109EPS_年度,108EPS_年度,107EPS_年度,近3年平均股息,近5年平均股息,近8年平均股息,近3年平均殖利率,近5年平均殖利率,近8年平均殖利率,近3年平均ROE,近5年平均ROE,近8年平均ROE,近3年平均配息率,近5年平均配息率,近8年平均配息率,114Q4_EPS,114Q3_EPS,114Q2_EPS,114Q1_EPS,113Q4_EPS,113Q3_EPS,113Q2_EPS,113Q1_EPS,114Q4_vs_113Q4_EPS差率,114Q3_vs_113Q3_EPS差率,114Q2_vs_113Q2_EPS差率,114Q1_vs_113Q1_EPS差率,近四季EPS總合,近四季_vs_前年度_EPS差率
6271,同欣電,178.0,2026-04-24,半年配,3.0,1.69,,3.0,3.0,2.4,7.77007957,9.0,5.5,2.43552391,5.59715707,,1.69,1.69,1.35,4.37,5.06,3.09,1.37,3.14,,6.09,6.84,4.7,13.22,12.51,9.24,7.19,9.72,,7.64,8.2,5.5,17.98,15.49,7.88,4.49,6.13,2.8,5.03,4.84,1.58,2.83,2.72,5.88,8.67,8.69,39.83,44.16,54.52,7.64,5.41,3.12,2.79,8.2,6.38,3.85,1.74,-6.83,-15.2,-18.96,60.34,7.64,-6.83
6272,驊陞,32.0,2026-04-24,年配,2.0,6.25,,2.0,,,,,,,,,6.25,,,,,,,,,12.73,,,,,,,,,3.43,,,,,,,,2.0,2.0,2.0,6.25,6.25,6.25,12.73,12.73,12.73,58.31,58.31,58.31,3.43,2.94,1.61,0.86,,,,,,,,,3.43,
6274,台燿,990.0,2026-04-27,年配,7.51,0.76,,7.507584,6.505632,4.00752,4.00000298,5.0047735,4.8,4.60373477,4.5,,0.76,0.66,0.4,0.4,0.51,0.48,0.47,0.45,,,20.1,7.03,10.69,16.53,16.81,19.15,24.14,,,9.56,3.05,4.69,7.01,6.67,6.92,7.46,6.01,5.41,5.12,0.61,0.55,0.52,13.57,13.59,16.35,99.72,89.03,79.28,,8.37,4.79,2.43,9.56,6.99,4.21,1.66,,19.74,13.78,46.39,8.37,-12.45
6275,元山,52.6,2026-04-27,年配,2.0,3.8,,2.0,2.3,3.0,2.2,2.2,1.5,,,,3.8,4.37,5.7,4.18,4.18,2.85,,,,,13.77,20.49,15.65,17.29,13.83,5.57,-3.63,,,2.87,4.08,2.8,2.86,2.01,0.73,-0.47,2.43,2.34,2.2,4.62,4.45,4.18,17.13,16.8,11.85,76.84,77.29,76.76,,2.0,1.22,0.5,2.87,2.05,1.26,0.62,,-2.44,-3.17,-19.35,2.0,-30.31
6276,安鈦克,32.0,2026-04-27,年配,0.0,0.0,,,,2.26829378,0.7,1.0,3.0,0.65595,,,,,7.09,2.19,3.12,9.38,2.05,,,,-18.56,16.85,6.4,8.51,28.51,8.11,0.43,,,-2.16,1.88,0.75,1.09,3.54,0.86,0.11,2.27,1.32,1.52,7.09,4.13,4.77,-0.85,3.3,7.18,120.65,101.91,93.35,,0.66,0.41,0.92,-2.16,-2.33,-0.96,-0.31,,128.33,142.71,396.77,0.66,130.56
6277,宏正,69.9,2026-04-24,季配,3.5,5.01,,3.5,3.8,4.300000000000001,5.699999999999999,5.199999999999999,5.5,5.3,8.0,,5.01,5.44,6.15,8.15,7.44,7.87,7.58,11.44,,7.69,10.36,11.81,15.22,13.43,32.72,16.3,38.23,,3.08,4.14,4.73,6.11,5.33,12.55,6.05,13.19,3.87,4.5,5.16,5.53,6.44,7.38,9.95,11.7,18.22,98.78,97.44,84.91,3.08,2.29,1.44,0.91,4.14,2.72,1.81,0.93,-25.6,-15.81,-20.44,-2.15,3.08,-25.6
6278,台表科,145.0,2026-04-24,年配,5.5,3.79,,5.5,5.5,5.0,7.0,6.0,3.3,2.8,1.3,,3.79,3.79,3.45,4.83,4.14,2.28,1.93,0.9,,12.05,13.72,12.74,22.84,25.22,16.68,16.67,6.68,,9.39,9.94,8.57,13.82,12.7,7.5,6.96,2.68,5.33,5.8,4.55,3.68,4.0,3.14,12.84,17.31,15.82,57.41,54.03,50.36,9.39,6.9,4.52,2.88,9.94,7.53,5.27,2.33,-5.53,-8.37,-14.23,23.61,9.39,-5.53
6279,胡連,105.5,2026-04-27,年配,5.5,5.21,,5.5,6.0,5.0,5.6,5.0,4.0,1.5,4.0,,5.21,5.69,4.74,5.31,4.74,3.79,1.42,3.79,,,19.44,15.86,18.95,16.54,12.5,10.77,13.16,,,12.79,9.24,10.03,7.91,5.59,4.78,6.0,5.5,5.42,4.58,5.21,5.14,4.34,17.65,17.7,15.32,50.51,55.02,55.67,,6.27,3.88,3.15,12.79,9.12,6.22,3.32,,-31.25,-37.62,-5.12,6.27,-50.98
6281,全國電,51.6,2026-04-24,年配,3.3,6.4,,3.3,4.0,4.5,5.0,5.0,5.0,4.0,3.7,,6.4,7.75,8.72,9.69,9.69,9.69,7.75,7.17,,12.67,15.57,17.89,21.02,22.51,23.0,18.19,16.95,,3.7,4.51,5.13,5.88,6.05,5.87,4.44,4.09,3.93,4.36,4.31,7.62,8.45,8.36,15.38,17.93,18.48,88.53,86.65,87.38,3.7,3.05,2.23,1.1,4.51,3.83,2.59,1.14,-17.96,-20.37,-13.9,-3.51,3.7,-17.96
6282,康舒,46.8,2026-04-24,年配,0.8,1.71,,0.8,0.5,0.5,0.2,1.0,1.2,1.1,1.0,,1.71,1.07,1.07,0.43,2.14,2.56,2.35,2.14,,0.64,-0.07,0.37,6.36,6.33,13.63,17.73,12.55,,0.18,-0.04,0.07,1.23,1.17,2.54,2.87,1.95,0.6,0.6,0.79,1.28,1.28,1.68,0.31,2.73,7.19,-30.42,2.09,18.41,0.18,-0.38,-0.68,-0.05,-0.04,-0.2,0.06,-0.1,550.0,-90.0,-1233.33,50.0,0.18,550.0
6283,淳安,22.25,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-1.59,6.76,-10.55,-4.59,-9.01,-3.8,1.29,1.57,,-0.22,0.77,-1.19,-0.62,-0.41,-0.25,0.03,0.19,,,,,,,-1.79,-3.8,-2.49,,,,-0.22,-0.2,-0.49,-0.15,0.77,-0.36,-0.19,-0.12,-128.57,44.44,-157.89,-25.0,-0.22,-128.57
6284,佳邦,76.8,2026-04-27,年配,2.7,3.52,,,2.7,2.0,1.7,1.2,1.0,0.5,0.8,,,3.52,2.6,2.21,1.56,1.3,0.65,1.04,,,13.51,11.14,10.39,10.53,7.35,4.13,7.11,,,6.61,5.01,4.22,4.04,2.59,1.34,2.14,2.35,1.9,1.41,3.06,2.47,1.84,12.32,11.39,9.17,40.39,37.69,37.72,,3.12,1.4,1.74,6.61,4.7,3.55,1.74,,-33.62,-60.56,0.0,3.12,-52.8
6285,啟碁,208.5,2026-04-24,年配,4.3,2.06,,4.3,4.80051817,5.99617294,4.84142564,2.10010488,2.50122691,2.5,3.5,,2.06,2.3,2.88,2.32,1.01,1.2,1.2,1.68,,9.24,11.05,14.96,16.71,7.29,8.9,9.13,12.83,,6.41,7.26,8.98,7.93,3.15,3.76,3.76,5.21,5.03,4.41,3.82,2.41,2.11,1.83,11.75,11.85,11.26,66.66,65.54,65.98,6.41,4.35,2.95,1.92,7.26,5.12,4.03,1.58,-11.71,-15.04,-26.8,21.52,6.41,-11.71
6290,良維,285.5,2026-04-27,年配,6.2,2.17,,6.2,5.0,3.0,2.11,2.0,3.5,3.6,1.5,,2.17,1.75,1.05,0.74,0.7,1.23,1.26,0.53,,,16.19,11.92,17.24,10.27,15.52,22.25,4.33,,,6.41,4.17,5.5,3.05,4.71,6.35,1.14,4.73,3.66,3.36,1.66,1.28,1.18,14.06,13.9,13.96,74.97,63.47,73.78,,6.2,3.62,2.56,6.41,4.3,3.56,1.7,,44.19,1.69,50.59,6.2,-3.28
6291,沛亨,429.0,2026-04-27,年配,6.0,1.4,,6.0,5.8,8.0,1.5,,,,,,1.4,1.35,1.86,0.35,,,,,,,14.37,34.71,28.48,54.5,15.77,-41.54,-132.44,,,6.13,10.32,4.63,1.19,0.74,-1.63,-3.6,6.6,5.32,5.32,1.54,1.24,1.24,24.54,33.02,-3.74,86.07,68.18,68.18,,3.7,1.38,1.05,6.13,5.05,4.05,2.01,,-26.73,-65.93,-47.76,3.7,-39.64
6292,迅德,44.65,2026-04-27,年配,1.8,4.03,,1.8,4.0,4.2,3.0,3.6,2.7,3.5,2.3,,4.03,8.96,9.41,6.72,8.06,6.05,7.84,5.15,,,14.54,21.85,16.69,23.06,15.01,21.24,9.8,,,3.87,5.52,3.94,5.01,3.1,4.28,1.92,3.33,3.32,3.14,7.47,7.44,7.03,18.2,19.04,17.46,89.72,81.86,88.02,,0.8,0.0,0.36,3.87,3.62,3.39,2.48,,-77.9,-100.0,-85.48,0.8,-79.33
6294,智基,35.15,2026-04-27,年配,3.0,8.53,,3.0,3.2,8.0,8.8,9.5,9.0,8.0,8.0,,8.53,9.1,22.76,25.04,27.03,25.6,22.76,22.76,,,6.66,31.76,33.92,40.29,43.22,37.21,38.38,,,1.79,9.46,9.97,11.21,11.32,8.91,8.62,4.73,6.5,7.19,13.46,18.49,20.45,19.21,28.16,33.06,131.67,109.09,99.78,,2.69,2.24,0.08,1.79,1.41,2.05,0.36,,90.78,9.27,-77.78,2.69,50.28
6405,悅城,36.15,2026-04-24,年配,0.0,0.0,,,0.1,0.1,0.1,2.0,0.6,0.1,0.1,,,0.28,0.28,0.28,5.53,1.66,0.28,0.28,,-3.24,-2.02,-3.42,0.17,4.25,4.66,0.02,0.3,,-1.26,-0.75,-1.31,0.07,1.51,1.32,0.01,0.09,0.1,0.57,0.44,0.28,1.59,1.23,-2.89,-0.85,0.09,-10.48,63.59,201.56,-1.26,-1.03,-0.92,-0.39,-0.75,-0.76,-0.25,-0.09,-68.0,-35.53,-268.0,-333.33,-1.26,-68.0
6409,旭隼,765.0,2026-04-24,年配,37.0,4.84,,37.0,43.0,37.5,43.5,23.5,23.5,22.2,20.0,,4.84,5.62,4.9,5.69,3.07,3.07,2.9,2.61,,36.14,45.98,43.38,63.1,42.72,43.0,45.68,42.04,,40.23,48.13,41.52,50.9,27.13,25.31,25.87,23.18,39.17,36.9,31.28,5.12,4.82,4.09,41.83,46.26,45.26,90.54,88.74,88.58,40.23,34.16,26.84,9.73,48.13,36.96,22.88,8.17,-16.41,-7.58,17.31,19.09,40.23,-16.41
6411,晶焱,77.3,2026-04-27,年配,2.22,2.87,,2.22237,3.144935,2.465,3.28,7.22,5.1000000000000005,4.8,4.2,,2.87,4.07,3.19,4.24,9.34,6.6,6.21,5.43,,,8.15,8.36,10.23,23.37,16.15,19.2,24.9,,,4.53,4.2,4.97,10.32,6.46,6.37,7.58,2.61,3.67,4.05,3.38,4.74,5.24,8.25,12.53,15.77,64.06,66.02,67.68,,2.46,1.2,0.61,4.53,3.29,2.21,1.0,,-25.23,-45.7,-39.0,2.46,-45.7
6412,群電,78.4,2026-04-24,年配,3.7,4.72,,3.7,6.0,6.0,5.9,5.2,4.0,3.2,2.0,,4.72,7.65,7.65,7.53,6.63,5.1,4.08,2.55,,13.53,22.78,24.87,27.27,27.4,23.84,21.94,13.75,,5.2,8.34,8.27,8.22,7.22,5.52,4.51,2.72,5.23,5.36,4.5,6.67,6.84,5.74,20.39,23.17,21.92,71.88,71.89,72.05,5.2,4.03,2.17,1.01,8.34,6.19,3.98,1.7,-37.65,-34.89,-45.48,-40.59,5.2,-37.65
6414,樺漢,312.5,2026-04-24,年配,14.0,4.48,,14.0,12.2,11.41,15.0,7.0,5.0,4.0,7.0,,4.48,3.9,3.65,4.8,2.24,1.6,1.28,2.24,,14.29,11.8,11.7,27.56,10.84,10.8,11.27,13.18,,23.26,20.03,19.01,32.6,13.91,12.13,13.22,14.45,12.54,11.92,9.45,4.01,3.81,3.02,12.6,15.24,13.93,60.37,55.49,49.67,23.26,17.04,10.12,6.02,20.03,13.39,8.36,4.67,16.13,27.26,21.05,28.91,23.26,16.13
6415,矽力*-KY,436.0,2026-04-24,年配,2.55,0.58,,2.55,2.4,1.96,4.5,18.0,10.5,7.5,6.5,,0.58,0.55,0.45,1.03,4.13,2.41,1.72,1.49,,6.9,6.32,2.02,22.08,27.26,19.32,16.53,15.57,,6.4,5.95,1.96,15.95,61.51,35.72,25.83,20.78,2.3,5.88,6.74,0.53,1.35,1.54,5.08,12.92,14.5,60.06,47.53,40.92,6.4,4.31,2.56,0.93,5.95,3.63,1.66,0.2,7.56,18.73,54.22,365.0,6.4,7.56
6416,瑞祺電通,81.5,2026-04-24,年配,2.8,3.44,,2.8,2.9,2.8,3.6,2.0,3.65,3.0,3.5,,3.44,3.56,3.44,4.42,2.45,4.48,3.68,4.29,,8.37,9.11,9.01,13.37,7.42,13.9,12.51,18.52,,4.3,4.5,4.4,5.85,3.0,5.29,4.28,5.42,2.83,2.82,3.03,3.48,3.46,3.72,8.83,9.46,11.53,64.4,64.28,65.64,4.3,2.91,1.85,1.1,4.5,3.4,2.2,0.9,-4.44,-14.41,-15.91,22.22,4.3,-4.44
6417,韋僑,111.0,2026-04-27,年配,2.4,2.16,,2.4,2.2,2.0,2.2,1.5,1.2999999999999998,0.6,0.6,,2.16,1.98,1.8,1.98,1.35,1.17,0.54,0.54,,,11.79,11.54,13.91,10.53,11.87,10.38,6.0,,,4.35,4.02,4.5,3.02,2.69,2.19,1.2,2.2,2.06,1.6,1.98,1.85,1.44,11.66,11.94,10.86,50.16,49.72,46.37,,3.25,1.91,1.27,4.35,2.97,1.92,0.72,,9.43,-0.52,76.39,3.25,-25.29
6418,詠昇,39.6,2026-04-27,年配,0.38,0.96,,0.38,1.1,1.1,0.55,,0.2,0.5,1.1,,0.96,2.78,2.78,1.39,,0.51,1.26,2.78,,,7.42,9.65,5.62,-5.03,1.2,1.37,11.16,,,1.1,1.38,0.76,-0.68,0.17,0.18,1.55,0.86,0.78,0.7,2.17,1.98,1.78,8.54,4.42,4.48,89.85,84.03,119.75,,0.72,0.59,0.01,1.1,0.73,0.65,0.28,,-1.37,-9.23,-96.43,0.72,-34.55
6419,京晨科,136.0,2026-04-27,年配,2.7,1.99,,,2.7,3.8,5.3,,,,,,,1.99,2.79,3.9,,,,,,,42.51,6.39,24.48,28.6,-32.49,-17.75,-29.73,,,10.46,1.48,5.45,4.87,-5.64,-3.92,-3.98,3.25,3.93,3.93,2.39,2.89,2.89,24.45,25.49,3.14,141.28,126.61,126.61,,4.29,-0.7,1.55,10.46,8.75,5.41,3.92,,-50.97,-112.94,-60.46,4.29,-58.99
6423,億而得,102.5,2026-04-27,年配,1.0,0.98,,1.0,0.99,1.0,2.5,1.0,,,,,0.98,0.97,0.98,2.44,0.98,,,,,,6.42,9.68,22.49,13.71,6.2,8.42,10.75,,,0.98,1.19,2.72,1.44,0.59,0.74,0.86,1.0,1.3,1.3,0.98,1.27,1.27,8.05,13.08,11.1,92.52,86.6,86.6,,0.64,0.33,0.51,0.98,0.93,0.39,0.56,,-31.18,-15.38,-8.93,0.64,-34.69
6425,易發,84.7,2026-04-27,年配,0.5,0.59,,0.5,1.0,0.5,1.0,0.5,0.5,,3.0,,0.59,1.18,0.59,1.18,0.59,0.59,,3.54,,,3.22,-7.6,5.2,-11.05,-3.98,-12.66,14.8,,,0.69,-1.59,1.12,-2.52,-1.0,-3.33,4.39,0.67,0.7,1.0,0.79,0.83,1.18,-2.19,-2.56,-1.72,56.74,45.73,33.54,,-2.58,-2.01,-0.72,0.69,0.31,0.73,0.7,,-932.26,-375.34,-202.86,-2.58,-473.91
6426,統新,216.0,2026-04-24,年配,0.5,0.23,,0.5,0.5,0.5,2.0,2.0,2.5,2.0,1.5,,0.23,0.23,0.23,0.93,0.93,1.16,0.93,0.69,,-3.22,-13.31,-8.56,6.93,0.88,10.23,9.16,1.46,,-0.78,-3.58,-2.68,2.33,0.3,3.58,2.78,0.35,0.5,1.1,1.44,0.23,0.51,0.67,-8.36,-3.46,0.45,-32.24,131.16,153.26,-0.78,-1.08,-1.78,-0.56,-3.58,-2.7,-1.68,-0.84,78.21,60.0,-5.95,33.33,-0.78,78.21
6431,光麗-KY,20.2,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-37.11,-33.95,-16.93,-10.08,6.82,-18.89,-7.34,-4.58,,-2.07,-2.52,-1.82,-1.22,0.51,-1.38,-0.6,-0.41,,,,,,,-29.33,-18.25,-15.26,,,,-2.07,-1.44,-1.02,-0.46,-2.52,-1.66,-1.25,-0.62,17.86,13.25,18.4,25.81,-2.07,17.86
6432,今展科,37.1,2026-04-27,年配,1.2,3.23,,1.2,1.4,1.31,1.5,1.6,1.6,1.3,1.6,,3.23,3.77,3.53,4.04,4.31,4.31,3.5,4.31,,,6.36,4.63,5.79,11.61,11.97,10.2,13.76,,,1.68,1.19,1.5,2.91,2.91,2.36,2.92,1.3,1.4,1.44,3.51,3.78,3.88,5.5,7.1,9.19,96.7,87.1,73.32,,0.11,-0.38,0.45,1.68,1.24,1.14,0.51,,-91.13,-133.33,-11.76,0.11,-93.45
6435,大中,200.5,2026-04-27,年配,7.5,3.74,,7.5,4.3,2.8,3.0,7.2,5.0,4.3,7.06625347,,3.74,2.14,1.4,1.5,3.59,2.49,2.14,3.52,,,12.98,9.3,30.81,35.91,24.97,23.16,41.36,,,6.09,4.03,13.64,13.09,7.02,6.16,9.75,4.87,4.96,5.15,2.43,2.47,2.57,11.14,22.25,25.5,70.04,54.27,61.51,,6.13,3.5,2.37,6.09,4.54,3.02,1.56,,35.02,15.89,51.92,6.13,0.66
6438,迅得,173.5,2026-04-24,半年配,5.0,2.88,,5.0,5.0,5.5,6.0,6.5,4.3,1.5,2.8,,2.88,2.88,3.17,3.46,3.75,2.48,0.86,1.61,,8.02,12.47,16.65,18.99,23.83,19.94,3.95,14.39,,5.24,7.63,8.89,9.41,10.15,6.35,1.17,4.04,5.17,5.6,4.58,2.98,3.23,2.64,12.38,15.99,14.78,74.27,70.12,76.98,5.24,4.17,3.28,1.56,7.63,3.71,3.11,1.95,-31.32,12.4,5.47,-20.0,5.24,-31.32
6441,廣錠,27.6,2026-04-27,年配,0.0,0.0,,,,,,,,0.1,1.86101633,,,,,,,,0.36,6.74,,,-10.38,-5.53,-0.09,-11.06,-4.7,0.35,7.78,,,-2.65,-1.42,0.02,-2.88,-1.24,0.08,2.01,,,0.98,,,3.55,-7.96,-6.76,-3.38,,,108.8,,-3.76,-2.98,-0.65,-2.65,-1.35,-0.95,-0.43,,-178.52,-213.68,-51.16,-3.76,-41.89
6442,光聖,1880.0,2026-04-24,年配,11.8,0.63,,11.8,8.6,2.1,2.1,1.2,1.0,1.36,1.5,,0.63,0.46,0.11,0.11,0.06,0.05,0.07,0.08,,33.72,36.72,8.31,17.25,6.0,-2.08,-0.95,7.35,,23.46,14.3,2.53,4.85,1.56,-0.57,-0.28,2.34,7.5,5.16,3.71,0.4,0.27,0.2,26.25,20.4,13.29,64.48,62.73,-35.42,23.46,13.87,6.85,4.26,14.3,8.52,5.07,1.72,64.06,62.79,35.11,147.67,23.46,64.06
6443,元晶,36.5,2026-04-24,年配,0.0,0.0,,,,0.4,0.1,,,,,,,,1.1,0.27,,,,,,-61.08,-8.29,7.64,3.36,0.96,-7.11,-6.47,-30.86,,-6.24,-1.17,1.07,0.41,0.1,-0.74,-0.6,-2.54,0.4,0.25,0.25,1.1,0.68,0.68,-20.58,-11.48,-12.73,37.38,30.88,30.88,-6.24,-1.9,-0.69,-0.23,-1.17,0.14,0.1,0.04,-433.33,-1457.14,-790.0,-675.0,-6.24,-433.33
6446,藥華藥,620.0,2026-04-24,年配,1.5,0.24,,1.5,1.1,,,,,,,,0.24,0.18,,,,,,,,16.97,11.54,-3.46,-16.77,-68.81,-63.1,-35.67,-35.07,,13.64,8.96,-1.93,-4.84,-10.8,-8.04,-3.85,-4.76,1.3,1.3,1.3,0.21,0.21,0.21,8.35,-12.11,-24.3,11.64,11.64,11.64,13.64,9.66,6.3,3.8,8.96,5.23,3.05,1.0,52.23,84.7,106.56,280.0,13.64,52.23
6449,鈺邦,159.5,2026-04-24,年配,4.2,2.63,,4.2,3.6,2.3,2.3,2.0,1.9,1.0,1.0,,2.63,2.26,1.44,1.44,1.25,1.19,0.63,0.63,,13.92,14.72,11.65,12.84,12.95,12.63,7.11,10.64,,7.38,6.08,3.73,3.82,3.49,3.1,1.66,2.24,3.37,2.88,2.29,2.11,1.8,1.43,13.43,13.22,12.06,59.26,59.06,57.68,7.38,4.81,2.53,1.54,6.08,4.13,2.8,1.59,21.38,16.46,-9.64,-3.14,7.38,21.38
6451,訊芯-KY,402.0,2026-04-24,年配,0.36,0.09,,,0.36,2.46,1.16961239,2.56,4.13,3.7,2.27,,,0.09,0.61,0.29,0.64,1.03,0.92,0.56,,0.81,0.52,6.72,2.77,5.93,12.09,11.12,5.25,,0.26,0.4,4.1,1.92,3.77,6.88,6.16,2.83,1.41,1.64,2.38,0.35,0.41,0.59,2.68,3.35,5.65,75.0,69.71,68.45,0.26,-0.64,-1.64,-1.05,0.4,0.11,0.03,-0.81,-35.0,-681.82,-5566.67,-29.63,0.26,-35.0
6456,GIS-KY,74.3,2026-04-24,年配,0.0,0.0,,,,,3.5,5.0,4.0,3.5,4.0,,,,,4.71,6.73,5.38,4.71,5.38,,-0.88,0.39,-8.93,10.19,14.27,13.66,13.43,16.18,,-0.79,0.46,-8.11,10.19,12.97,11.04,10.02,11.77,,4.25,4.0,,5.72,5.38,-3.14,3.01,7.29,,36.45,35.61,-0.79,-0.37,-0.09,-0.21,0.46,-0.22,-0.05,0.15,-271.74,-68.18,-80.0,-240.0,-0.79,-271.74
6461,益得,18.1,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-37.15,-30.73,-27.68,-22.63,-17.28,-20.37,-15.62,,,-2.68,-2.81,-2.82,-2.97,-2.5,-3.82,-2.86,,,,,,,-33.94,-29.55,-24.49,,,,,-1.8,-0.87,-0.64,-2.68,-1.92,-1.22,-0.55,,6.25,28.69,-16.36,-1.8,32.84
6462,神盾,120.0,2026-04-27,年配,0.0,0.0,,,,,3.0,10.0,15.0,9.0,8.1,,,,,2.5,8.33,12.5,7.5,6.75,,,-14.51,-12.36,-12.92,-4.2,16.7,32.77,28.81,,,-12.69,-9.97,-12.31,-3.11,9.14,12.6,9.62,,6.5,9.02,,5.42,7.52,-13.43,-11.0,4.9,,-172.96,-5.23,,-12.5,-7.96,-2.57,-12.69,-6.31,-3.59,-1.31,,-98.1,-121.73,-96.18,-12.5,1.5
6464,台數科,76.0,2026-04-24,半年配,1.33,1.75,,1.33,3.3,4.3,5.0,4.5,2.65,4.0,2.0,,1.75,4.34,5.66,6.58,5.92,3.49,5.26,2.63,,6.61,10.93,9.18,10.92,14.21,15.64,10.7,9.7,,4.2,6.97,5.78,6.66,8.27,8.54,5.68,5.21,2.98,3.69,3.38,3.92,4.85,4.45,8.91,10.37,10.99,51.14,56.58,52.84,4.2,4.16,2.8,1.57,6.97,5.41,3.76,1.8,-39.74,-23.11,-25.53,-12.78,4.2,-39.74
6465,威潤,45.3,2026-04-27,年配,0.2,0.44,,0.2,,,,,,,,,0.44,,,,,,,,,,-20.3,-23.79,-30.85,-16.18,-31.74,0.34,0.25,,,-1.32,-1.66,-2.85,-1.71,-2.96,0.04,0.03,0.2,0.2,0.2,0.44,0.44,0.44,-22.04,-22.78,-17.47,,,,,-0.75,-0.69,-0.39,-1.32,-1.13,-1.0,-0.45,,33.63,31.0,13.33,-0.75,43.18
6469,大樹,78.0,2026-04-27,年配,3.16,4.05,,3.16,3.3,3.6,4.7,2.57,1.0,1.0,1.3,,4.05,4.23,4.62,6.03,3.29,1.28,1.28,1.67,,,19.43,22.31,30.61,23.49,14.05,11.66,11.26,,,5.16,6.0,7.85,5.83,3.73,3.25,3.01,3.35,3.47,2.58,4.3,4.44,3.31,20.87,23.96,18.97,61.98,56.97,46.95,,3.02,2.42,1.21,5.16,3.84,3.01,1.5,,-21.35,-19.6,-19.33,3.02,-41.47
6470,宇智,47.0,2026-04-27,年配,2.5,5.32,,2.5,2.5,2.8,3.99849847,2.7,3.5,2.5,2.5,,5.32,5.32,5.96,8.51,5.74,7.45,5.32,5.32,,,12.2,15.78,25.36,15.19,22.36,16.98,17.51,,,3.6,4.18,6.17,3.42,4.8,3.38,3.29,2.6,2.9,2.87,5.53,6.17,6.12,13.99,17.13,17.91,68.22,70.05,71.87,,2.27,0.13,1.65,3.6,1.99,1.7,0.91,,14.07,-92.35,81.32,2.27,-36.94
6472,保瑞,408.5,2026-04-24,半年配,10.0,2.45,,10.0,14.0,12.0,8.0,3.5,2.0,2.0,3.0,,2.45,3.43,2.94,1.96,0.86,0.49,0.49,0.73,,18.75,30.18,36.34,33.8,26.69,28.09,20.51,45.53,,23.9,38.69,30.2,18.52,11.04,10.76,7.9,16.18,12.0,9.5,6.81,2.94,2.33,1.67,28.42,29.15,29.99,39.26,38.53,31.89,23.9,21.34,19.5,13.55,38.69,32.87,18.68,7.07,-38.23,-35.08,4.39,91.65,23.9,-38.23
6474,華豫寧,36.2,2026-04-27,年配,2.5,6.91,,2.5,,,,,,,,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,6.91,6.91,6.91,,,,,,,,2.84,2.01,1.15,,,,,,,,,2.84,
6477,安集,33.75,2026-04-24,年配,0.35,1.04,,0.35,0.3,0.8,0.8,0.52363301,1.1385,1.0,0.8,,1.04,0.89,2.37,2.37,1.55,3.37,2.96,2.37,,0.37,-3.86,3.94,7.52,5.12,12.31,11.45,14.42,,0.02,-0.67,1.21,1.93,1.16,2.65,2.21,2.42,0.48,0.55,0.71,1.43,1.64,2.12,0.15,2.62,6.41,590.45,371.59,247.4,0.02,0.12,0.14,-0.09,-0.67,0.0,-0.15,-0.3,102.99,,193.33,70.0,0.02,102.99
6482,弘煜科,30.0,2026-04-27,年配,2.0,6.67,,2.0,1.0,0.5,1.0,,,,,,6.67,3.33,1.67,3.33,,,,,,,23.79,11.17,21.14,9.7,-22.62,-6.52,-8.4,,,3.53,1.65,3.06,1.34,-3.39,-1.16,-1.64,1.17,1.12,1.12,3.89,3.75,3.75,17.48,16.45,4.04,29.32,30.44,30.44,,1.59,1.15,0.99,3.53,2.02,1.13,0.67,,-21.29,1.77,47.76,1.59,-54.96
6485,點序,78.8,2026-04-27,年配,0.5,0.63,,0.5,0.5,1.2,4.0,5.0,0.5,0.5,,,0.63,0.63,1.52,5.08,6.35,0.63,0.63,,,,-3.26,4.8,22.89,36.74,3.0,5.99,7.96,,,-1.36,2.11,9.71,12.2,0.82,1.55,2.19,0.73,2.24,1.74,0.93,2.84,2.21,0.77,15.29,11.16,10.06,25.57,32.59,,-0.32,0.31,0.56,-1.36,-1.09,-1.19,-0.9,,70.64,126.05,162.22,-0.32,76.47
6486,互動,86.2,2026-04-27,年配,6.0,6.96,,6.0,5.87,6.0,5.3,6.5,6.0,6.0,4.8,,6.96,6.81,6.96,6.15,7.54,6.96,6.96,5.57,,,15.17,17.13,16.71,21.61,20.87,23.01,19.37,,,5.87,6.26,5.43,6.73,6.33,6.51,4.71,5.96,5.93,5.81,6.91,6.88,6.74,16.15,17.66,19.12,97.92,97.51,96.99,,2.84,2.02,1.04,5.87,3.6,2.71,1.36,,-21.11,-25.46,-23.53,2.84,-51.62
