出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,保留盈餘,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,權益總額,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,113,2,2070,精湛,700671.00,655809.00,1356480.00,345232.00,103517.00,448749.00,357828.00,,4520.00,,-34560.00,--,,--,--,--,907731.00,0.00,0.00,,25.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,579943.00,907731.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2073,雄順,268712.00,527893.00,796605.00,206177.00,150282.00,356459.00,275000.00,,63203.00,,287.00,--,,--,--,--,440146.00,--,0.00,,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,101656.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2221,大甲,1165537.00,492955.00,1658492.00,478486.00,161383.00,639869.00,423250.00,,51422.00,,-2194.00,0.00,,0.00,--,61963.00,1018623.00,0.00,0.00,,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,484182.00,956660.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2230,泰茂,1314877.00,500476.00,1815353.00,392902.00,311245.00,704147.00,525989.00,,203270.00,,7003.00,--,,--,--,14748.00,1111206.00,--,1475280.00,,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,360196.00,1096458.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2235,謚源,581138.00,1000628.00,1581766.00,242688.00,76474.00,319162.00,358780.00,,497802.00,,--,--,,--,--,--,1262604.00,--,0.00,,35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,406022.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2596,綠意,4710329.00,161916.00,4872245.00,2583349.00,--,2583349.00,1000000.00,,189208.00,,0.00,0.00,,0.00,--,362919.00,2288896.00,--,0.00,,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,736769.00,1925977.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2640,大車隊,1650892.00,1994781.00,3645673.00,1184222.00,587789.00,1772011.00,592650.00,,498623.00,,-587.00,--,,--,--,96676.00,1873662.00,0.00,0.00,,29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,686300.00,1776986.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2641,正德,1576876.00,9142052.00,10718928.00,643671.00,2914758.00,3558429.00,3089675.00,,1510044.00,,455340.00,--,,--,--,187507.00,7160499.00,0.00,0.00,,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1917933.00,6972992.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2643,捷迅,2324164.00,478894.00,2803058.00,761247.00,201723.00,962970.00,350000.00,,421105.00,,70652.00,--,,--,--,--,1840088.00,--,0.00,,52.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,998331.00,1840088.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2718,全心投控,4397277.00,411011.00,4808288.00,2302028.00,214989.00,2517017.00,875760.00,,726659.00,,109445.00,--,,--,--,--,2291271.00,0.00,0.00,,26.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,579407.00,2291271.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2719,燦星旅,831597.00,461094.00,1292691.00,435517.00,108608.00,544125.00,687421.00,,10605.00,,--,--,,--,--,--,748566.00,0.00,0.00,,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,50540.00,748566.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2724,藝舍-KY,273961.00,27762.00,301723.00,42434.00,8487.00,50921.00,596564.00,,0.00,,-9472.00,--,,0.00,--,--,250802.00,0.00,0.00,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-336290.00,250802.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2726,雅茗-KY,404476.00,326610.00,731086.00,139848.00,187101.00,326949.00,280000.00,,149368.00,,-42297.00,-20682.00,,--,--,46454.00,404137.00,--,0.00,,12.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-8706.00,357683.00,310000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2729,瓦城,1152014.00,4330993.00,5483007.00,1944852.00,1119032.00,3063884.00,395010.00,,1450565.00,,-5967.00,-86020.00,,--,--,30897.00,2419123.00,--,0.00,,67.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,634638.00,2388226.00,373000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2732,六角,2082147.00,2984522.00,5066669.00,1175978.00,1696905.00,2872883.00,465186.00,,1148866.00,,-15919.00,-96697.00,,--,--,301775.00,2193786.00,--,0.00,,41.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,390575.00,1892011.00,918000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2734,易飛網,479792.00,356694.00,836486.00,334248.00,107372.00,441620.00,422598.00,,61344.00,,-2741.00,--,,--,--,2337.00,394866.00,0.00,0.00,,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-88672.00,392529.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2736,富野,427350.00,2006405.00,2433755.00,387010.00,685135.00,1072145.00,599721.00,,567059.00,,-52906.00,--,,--,--,67290.00,1361610.00,0.00,0.00,,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,180446.00,1294320.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2740,天蔥,106468.00,100182.00,206650.00,57036.00,42113.00,99149.00,231855.00,,256135.00,,-966.00,--,,--,--,--,107501.00,0.00,0.00,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-379523.00,107501.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2743,山富,2424328.00,762139.00,3186467.00,2132568.00,59835.00,2192403.00,360117.00,,192090.00,,--,0.00,,--,--,--,994064.00,--,0.00,,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,441857.00,994064.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2745,五福,2497347.00,155998.00,2653345.00,1892464.00,17565.00,1910029.00,338085.00,,95943.00,,--,--,,--,--,--,743316.00,--,0.00,,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,309288.00,743316.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2751,王座,285930.00,321465.00,607395.00,262126.00,123168.00,385294.00,170000.00,,15048.00,,-219.00,--,,--,--,--,222101.00,--,0.00,,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,37272.00,222101.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2752,豆府,1129309.00,880658.00,2009967.00,572991.00,383976.00,956967.00,262674.00,,376727.00,,-670.00,--,,--,--,14751.00,1053000.00,--,0.00,,39.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,399518.00,1038249.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2754,亞洲藏壽司,510296.00,4663238.00,5173534.00,1141313.00,2374784.00,3516097.00,468610.00,,583079.00,,900.00,--,,--,--,--,1657437.00,--,0.00,,35.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,604848.00,1657437.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2755,揚秦,759456.00,891237.00,1650693.00,616317.00,309394.00,925711.00,301400.00,,155268.00,,3153.00,--,,--,--,--,724982.00,--,0.00,,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,265161.00,724982.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2756,聯發國際,725988.00,416705.00,1142693.00,193224.00,388349.00,581573.00,245428.00,,173284.00,,13735.00,--,,--,--,--,561120.00,--,0.00,,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,128673.00,561120.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2916,滿心,1107123.00,595610.00,1702733.00,546605.00,57800.00,604405.00,589998.00,,144716.00,,-8614.00,--,,--,--,--,1098328.00,0.00,1041166.00,,19.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,372228.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2924,宏太-KY,222883.00,47686.00,270569.00,125283.00,2264.00,127547.00,328051.00,,0.00,,-45073.00,--,,--,--,--,143022.00,--,0.00,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-139956.00,143022.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2926,誠品生活,3984650.00,12288761.00,16273411.00,4910830.00,10798490.00,15709320.00,473897.00,,79121.00,,26656.00,--,,--,--,6457.00,564091.00,0.00,0.00,,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-22040.00,557634.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2937,集雅社,1886998.00,765861.00,2652859.00,1685311.00,48698.00,1734009.00,395836.00,,136138.00,,--,--,,--,--,--,918850.00,0.00,0.00,,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,386876.00,918850.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2941,米斯特,508775.00,109119.00,617894.00,230743.00,37002.00,267745.00,153900.00,,151372.00,,-473.00,--,,--,--,--,350149.00,0.00,0.00,,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,45350.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2947,振宇五金,740419.00,2147985.00,2888404.00,686685.00,1447723.00,2134408.00,192686.00,,314443.00,,--,--,,--,--,--,753996.00,0.00,0.00,,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,246867.00,753996.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2948,寶陞,1684541.00,585934.00,2270475.00,837540.00,407700.00,1245240.00,300000.00,,400597.00,,58953.00,--,,--,--,--,1025235.00,--,0.00,,36.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,265685.00,1025235.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2949,欣新網,1933482.00,218135.00,2151617.00,981809.00,9581.00,991390.00,254100.00,,452617.00,,-195.00,--,,--,--,146434.00,1160227.00,--,0.00,,41.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,307271.00,1013793.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3064,泰偉,106871.00,254982.00,361853.00,188117.00,62722.00,250839.00,130115.00,,774.00,,7075.00,--,,--,--,5904.00,111014.00,--,0.00,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-32854.00,105110.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3066,李洲,658741.00,1056066.00,1714807.00,373745.00,116878.00,490623.00,830706.00,,32689.00,,350843.00,--,,--,--,45421.00,1224184.00,--,0.00,,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-35475.00,1178763.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3067,全域,117875.00,185418.00,303293.00,10852.00,30728.00,41580.00,200000.00,,18210.00,,-13387.00,--,,--,--,--,261713.00,--,0.00,,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,56890.00,261713.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3071,協禧,2815578.00,1283038.00,4098616.00,1919924.00,287422.00,2207346.00,1100000.00,,58174.00,,-59396.00,0.00,,--,--,425867.00,1891270.00,0.00,0.00,,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,366625.00,1465403.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3073,天方能源,282007.00,1076974.00,1358981.00,426020.00,531647.00,957667.00,320996.00,,86193.00,,-3634.00,--,,--,--,995.00,401314.00,--,0.00,,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-3236.00,400319.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3078,僑威,8700850.00,2218874.00,10919724.00,3968484.00,591495.00,4559979.00,2273911.00,,214554.00,,32170.00,--,,--,--,--,6359745.00,--,0.00,,27.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3839110.00,6359745.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3081,聯亞,1963343.00,2281037.00,4244380.00,211388.00,298037.00,509425.00,918477.00,,1777244.00,,-3252.00,--,,--,--,--,3734955.00,--,0.00,,40.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1042486.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3083,網龍,777362.00,774166.00,1551528.00,112433.00,1283.00,113716.00,864869.00,,359068.00,,185963.00,--,,--,--,35279.00,1437812.00,0.00,0.00,,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-7367.00,1402533.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3085,新零售,63090.00,116586.00,179676.00,77625.00,5257.00,82882.00,290193.00,,21605.00,,0.00,--,,--,--,-2478.00,96794.00,--,0.00,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-212526.00,99272.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3086,華義,279342.00,108043.00,387385.00,35671.00,7539.00,43210.00,259724.00,,29199.00,,--,--,,--,--,--,344175.00,--,0.00,,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,55252.00,344175.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3088,艾訊,4428670.00,2875136.00,7303806.00,1847704.00,1263066.00,3110770.00,1021225.00,,702068.00,,56577.00,--,,--,--,39572.00,4193036.00,0.00,25000.00,,40.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2373594.00,4153464.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3093,港建*,1239763.00,315237.00,1555000.00,599261.00,16718.00,615979.00,362888.00,,44670.00,,-36013.00,--,,--,--,0.00,939021.00,--,0.00,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,567476.00,939021.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3095,及成,347513.00,544504.00,892017.00,196718.00,566938.00,763656.00,146800.00,,49440.00,,-10426.00,--,,--,--,--,128361.00,--,0.00,,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-57453.00,128361.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3105,穩懋,12639103.00,52374715.00,65013818.00,11504481.00,15625009.00,27129490.00,4239404.00,,9968665.00,,4362450.00,--,,--,--,1205513.00,37884328.00,--,0.00,,86.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,18108296.00,36678815.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3114,好德,2067778.00,505095.00,2572873.00,996269.00,13063.00,1009332.00,651298.00,,52062.00,,246366.00,--,,--,--,--,1563541.00,--,0.00,,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,613815.00,1563541.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3115,富榮綱,214259.00,9972.00,224231.00,27874.00,3117.00,30991.00,436976.00,,--,,-768.00,--,,--,--,--,193240.00,--,0.00,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-242968.00,193240.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3118,進階,704840.00,129400.00,834240.00,291568.00,17972.00,309540.00,324529.00,,56048.00,,0.00,--,,0.00,0.00,--,524700.00,0.00,0.00,,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,144123.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3122,笙泉,663577.00,238402.00,901979.00,252875.00,190995.00,443870.00,411315.00,,66022.00,,-606.00,--,,--,--,--,458109.00,--,207736.00,,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-18622.00,458109.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3128,昇銳,581589.00,764780.00,1346369.00,283272.00,426486.00,709758.00,420000.00,,113236.00,,--,-13028.00,,--,--,18161.00,636611.00,--,0.00,,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,98242.00,618450.00,560000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3131,弘塑,6207928.00,2944477.00,9152405.00,3523126.00,1422889.00,4946015.00,292160.00,,1644602.00,,254471.00,0.00,,--,--,33439.00,4206390.00,0.00,0.00,,142.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1981718.00,4172951.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3141,晶宏,2437451.00,1423876.00,3861327.00,471046.00,901089.00,1372135.00,750661.00,,412112.00,,3207.00,-3544.00,,--,--,21594.00,2489192.00,--,0.00,,32.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1305162.00,2467598.00,124000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3147,大綜,2423042.00,616920.00,3039962.00,1787990.00,19285.00,1807275.00,390061.00,,237150.00,,-3317.00,--,,--,--,--,1232687.00,0.00,0.00,,31.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,608793.00,1232687.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3152,璟德,1945555.00,2546172.00,4491727.00,889665.00,46103.00,935768.00,690162.00,,573532.00,,0.00,--,,--,--,--,3555959.00,--,0.00,,51.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2292265.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3162,精確,2953846.00,3601053.00,6554899.00,2724570.00,1192273.00,3916843.00,1304433.00,,1316243.00,,78380.00,--,,--,--,5283.00,2638056.00,0.00,0.00,,20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-66283.00,2632773.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3163,波若威,3064882.00,555602.00,3620484.00,815805.00,147773.00,963578.00,805407.00,,601382.00,,-38655.00,--,,--,--,--,2656906.00,0.00,0.00,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1288772.00,2656906.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3169,亞信,1913839.00,141786.00,2055625.00,381424.00,10265.00,391689.00,629270.00,,458338.00,,-12010.00,--,,--,--,--,1663936.00,--,0.00,,26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,588338.00,1663936.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3171,炎洲流通,1185551.00,346582.00,1532133.00,525435.00,14140.00,539575.00,713023.00,,175952.00,,-4569.00,-107187.00,,--,--,--,992558.00,--,0.00,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,215339.00,992558.00,5066000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3176,基亞,3736316.00,3055102.00,6791418.00,1039115.00,663106.00,1702221.00,1392298.00,,491515.00,,4268.00,--,,--,--,3414416.00,5089197.00,0.00,0.00,,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-213300.00,1674781.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3178,公準,965800.00,1843918.00,2809718.00,911415.00,679858.00,1591273.00,450500.00,,171083.00,,-378.00,--,,--,--,5153.00,1218445.00,0.00,0.00,,26.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,592087.00,1213292.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3188,鑫龍騰,7721709.00,22725.00,7744434.00,4154743.00,978609.00,5133352.00,1863099.00,,156762.00,,0.00,--,,--,--,--,2611082.00,--,0.00,,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,591221.00,2611082.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3191,雲嘉南,293595.00,156433.00,450028.00,50318.00,167617.00,217935.00,435974.00,,3385.00,,-11789.00,--,,--,--,--,232093.00,--,0.00,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-195477.00,232093.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3205,佰研,282160.00,353017.00,635177.00,102114.00,11647.00,113761.00,325456.00,,89707.00,,120600.00,0.00,,--,--,11371.00,521416.00,--,0.00,,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-25718.00,510045.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3206,志豐,2999004.00,567261.00,3566265.00,1694683.00,168832.00,1863515.00,589167.00,,198094.00,,7509.00,0.00,,--,--,198001.00,1702750.00,0.00,0.00,,25.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,709979.00,1504749.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3207,耀勝,1473122.00,1447305.00,2920427.00,759153.00,647184.00,1406337.00,607704.00,,445227.00,,264824.00,--,,--,--,102009.00,1514090.00,--,0.00,,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,94326.00,1412081.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3211,順達,11648705.00,5154489.00,16803194.00,4920347.00,2363289.00,7283636.00,1519970.00,,2237209.00,,-40610.00,--,,--,--,0.00,9519558.00,--,0.00,,62.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,5802989.00,9519558.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3213,茂訊,2539623.00,1254404.00,3794027.00,990150.00,227743.00,1217893.00,586855.00,,74381.00,,197057.00,--,,--,--,20332.00,2576134.00,0.00,0.00,,43.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1697509.00,2555802.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3217,優群,3358994.00,2330417.00,5689411.00,1419180.00,106650.00,1525830.00,901042.00,,848379.00,,1097934.00,0.00,,--,--,--,4163581.00,0.00,0.00,,46.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1316226.00,4163581.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,3218,大學光,2379951.00,2656256.00,5036207.00,940738.00,814440.00,1755178.00,847249.00,,381924.00,,6912.00,--,,--,--,139306.00,3281029.00,--,0.00,,37.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1905638.00,3141723.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
