出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,保留盈餘,歸屬於母公司業主之權益合計,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益,<html>
114/10/28,110,2,2596,綠意,3202888.00,203912.00,3406800.00,1131465.00,--,1131465.00,1000000.00,,189208.00,,0.00,0.00,,0.00,--,371293.00,2275335.00,--,0.00,,19.04,714834.00,1904042.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2640,大車隊,779739.00,1989704.00,2769443.00,877873.00,438343.00,1316216.00,564429.00,,451275.00,,-509.00,--,,--,--,2181.00,1453227.00,0.00,0.00,,25.71,435851.00,1451046.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2641,正德,205701.00,4333452.00,4539153.00,792918.00,2129742.00,2922660.00,1526358.00,,5677.00,,-242227.00,--,,--,--,--,1616493.00,0.00,0.00,,10.59,326685.00,1616493.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2643,捷迅,1501273.00,243243.00,1744516.00,695966.00,119493.00,815459.00,300000.00,,167621.00,,-53887.00,--,,--,--,--,929057.00,--,0.00,,30.97,515323.00,929057.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2718,全心投控,2170381.00,415877.00,2586258.00,1185388.00,111706.00,1297094.00,725760.00,,431939.00,,7305.00,--,,--,--,--,1289164.00,0.00,0.00,,17.76,124160.00,1289164.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2719,燦星旅,85118.00,154127.00,239245.00,33783.00,141016.00,174799.00,340721.00,,22.00,,0.00,--,,--,--,--,64446.00,--,0.00,,1.89,-276297.00,64446.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2724,藝舍-KY,150322.00,584085.00,734407.00,147913.00,488778.00,636691.00,793127.00,,334248.00,,-67158.00,--,,0.00,--,0.00,97716.00,--,0.00,,1.23,-962501.00,97716.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2726,雅茗-KY,863652.00,746141.00,1609793.00,666585.00,286242.00,952827.00,365052.00,,221662.00,,-98621.00,-64037.00,,--,--,31757.00,656966.00,--,0.00,,17.53,201153.00,625209.00,,831000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2729,瓦城,2053820.00,3473316.00,5527136.00,1717874.00,1538192.00,3256066.00,232667.00,,1292124.00,,-18337.00,-86020.00,,0.00,--,0.00,2271070.00,0.00,0.00,,99.20,850636.00,2271070.00,,373000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2732,六角,2300923.00,2265449.00,4566372.00,1934688.00,650029.00,2584717.00,434701.00,,895169.00,,-41886.00,--,,--,--,458920.00,1981655.00,--,0.00,,35.03,234751.00,1522735.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2734,易飛網,276531.00,203502.00,480033.00,125880.00,153245.00,279125.00,302598.00,,26456.00,,-2546.00,--,,--,--,15199.00,200908.00,0.00,0.00,,6.14,-140799.00,185709.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2736,富野,420471.00,1904213.00,2324684.00,258565.00,861418.00,1119983.00,489923.00,,464530.00,,-39712.00,--,,--,--,--,1204701.00,0.00,0.00,,24.59,289960.00,1204701.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2740,天蔥,33951.00,88997.00,122948.00,41566.00,41132.00,82698.00,131855.00,,122914.00,,-2197.00,--,,--,--,--,40250.00,0.00,0.00,,3.05,-212322.00,40250.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2743,山富,491910.00,280969.00,772879.00,172126.00,101747.00,273873.00,320317.00,,96090.00,,--,-321.00,,--,--,--,499006.00,--,0.00,,15.59,82920.00,499006.00,,20000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2745,五福,313447.00,167923.00,481370.00,73370.00,13010.00,86380.00,293085.00,,148157.00,,--,--,,--,--,--,394990.00,--,0.00,,13.48,-46252.00,394990.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2751,王座,210822.00,228029.00,438851.00,224923.00,46601.00,271524.00,170000.00,,82398.00,,-712.00,--,,--,--,--,167327.00,--,0.00,,9.84,-84359.00,167327.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2752,豆府,808345.00,546962.00,1355307.00,274464.00,278597.00,553061.00,230200.00,,369007.00,,-165.00,--,,--,--,14232.00,802246.00,--,0.00,,34.23,188972.00,788014.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2754,亞洲藏壽司,457305.00,3029275.00,3486580.00,417183.00,1794340.00,2211523.00,458371.00,,581023.00,,-3.00,--,,--,--,--,1275057.00,--,1000.00,,27.82,235666.00,1275057.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2755,揚秦,459868.00,702808.00,1162676.00,312492.00,274893.00,587385.00,200000.00,,155268.00,,-415.00,--,,--,--,--,575291.00,--,0.00,,28.76,220438.00,575291.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2756,聯發國際,380386.00,413337.00,793723.00,246124.00,312382.00,558506.00,131250.00,,7736.00,,-6919.00,--,,--,--,--,235217.00,--,0.00,,17.92,103150.00,235217.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2916,滿心,776753.00,347545.00,1124298.00,193423.00,47331.00,240754.00,546269.00,,127250.00,,-11827.00,--,,--,--,--,883544.00,0.00,0.00,,16.17,221852.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2924,宏太-KY,242701.00,210402.00,453103.00,246404.00,21517.00,267921.00,328051.00,,54867.00,,-52118.00,--,,--,--,--,185182.00,--,0.00,,5.64,-145618.00,185182.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2926,誠品生活,2684287.00,10758980.00,13443267.00,4209551.00,8281733.00,12491284.00,473897.00,,417314.00,,-37415.00,--,,--,--,13302.00,951983.00,0.00,0.00,,19.81,84885.00,938681.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2937,集雅社,1204946.00,428466.00,1633412.00,691760.00,287942.00,979702.00,366389.00,,58650.00,,--,--,,--,--,--,653710.00,0.00,0.00,,19.89,228671.00,653710.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2941,米斯特,162572.00,43956.00,206528.00,93004.00,4231.00,97235.00,127900.00,,0.00,,-2368.00,--,,--,--,912.00,109293.00,0.00,0.00,,8.47,-17151.00,108381.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2947,振宇五金,660349.00,1387330.00,2047679.00,604804.00,878561.00,1483365.00,172686.00,,137885.00,,--,--,,--,--,--,564314.00,0.00,0.00,,32.68,253743.00,564314.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2948,寶陞,743413.00,182052.00,925465.00,424845.00,94319.00,519164.00,191000.00,,27862.00,,-19532.00,--,,--,--,--,406301.00,--,0.00,,21.27,206971.00,406301.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3064,泰偉,263657.00,298358.00,562015.00,248285.00,189127.00,437412.00,267384.00,,0.00,,18585.00,--,,--,--,23451.00,124603.00,--,0.00,,3.78,-184817.00,101152.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3066,李洲,445311.00,1120612.00,1565923.00,471096.00,177973.00,649069.00,830706.00,,28035.00,,371085.00,--,,--,--,143888.00,916854.00,--,0.00,,9.30,-456860.00,772966.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3067,全域,72254.00,133098.00,205352.00,22082.00,31850.00,53932.00,290252.00,,18200.00,,-13856.00,0.00,,0.00,--,0.00,151420.00,0.00,0.00,,5.22,-143176.00,151420.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3071,協禧,2328498.00,935288.00,3263786.00,1434157.00,253183.00,1687340.00,1100000.00,,38877.00,,-145691.00,-17794.00,,--,--,97435.00,1576446.00,0.00,0.00,,13.58,503619.00,1479011.00,,1112000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3073,天方能源,374912.00,684983.00,1059895.00,367287.00,513199.00,880486.00,170996.00,,1867.00,,-4033.00,--,,--,--,34339.00,179409.00,--,0.00,,8.48,-23760.00,145070.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3078,僑威,8797688.00,1725337.00,10523025.00,4280090.00,421738.00,4701828.00,2273911.00,,214286.00,,-195624.00,--,,--,--,--,5821197.00,--,0.00,,25.60,3528624.00,5821197.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3081,聯亞,2671094.00,2781958.00,5453052.00,920238.00,319639.00,1239877.00,913692.00,,1844873.00,,-51520.00,--,,--,--,--,4213175.00,--,0.00,,46.11,1506130.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3083,網龍,920806.00,424850.00,1345656.00,118601.00,10416.00,129017.00,862764.00,,351788.00,,36085.00,0.00,,--,--,28040.00,1216639.00,0.00,6250.00,,13.78,-62038.00,1188599.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3085,新零售,46084.00,178552.00,224636.00,148251.00,11871.00,160122.00,480386.00,,0.00,,1612.00,--,,--,--,22319.00,64514.00,--,0.00,,0.88,-439803.00,42195.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3086,華義,229385.00,127398.00,356783.00,61799.00,8286.00,70085.00,193694.00,,41690.00,,--,--,,--,--,--,286698.00,--,0.00,,14.80,51314.00,286698.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3088,艾訊,3093692.00,1476797.00,4570489.00,1634684.00,331667.00,1966351.00,861140.00,,364271.00,,-62015.00,--,,--,--,0.00,2604138.00,0.00,599541.00,,30.98,1440742.00,2604138.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3093,港建*,1281975.00,302778.00,1584753.00,677067.00,33520.00,710587.00,362888.00,,44670.00,,-50323.00,--,,--,--,0.00,874166.00,--,0.00,,24.09,516931.00,874166.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3095,及成,318268.00,516259.00,834527.00,196526.00,554580.00,751106.00,1092763.00,,0.00,,-14185.00,--,,--,--,0.00,83421.00,--,0.00,,0.76,-995157.00,83421.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3105,穩懋,28871216.00,43704542.00,72575758.00,10861808.00,26771706.00,37633514.00,4240414.00,,9968475.00,,3479410.00,--,,--,--,2214911.00,34942244.00,--,0.00,,77.18,15039034.00,32727333.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3114,好德,2156303.00,337229.00,2493532.00,1319585.00,8303.00,1327888.00,590800.00,,52062.00,,20988.00,--,,--,--,--,1165644.00,--,0.00,,19.73,501794.00,1165644.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3115,富榮綱,270703.00,13969.00,284672.00,30187.00,0.00,30187.00,436976.00,,0.00,,-3538.00,--,,--,--,--,254485.00,--,0.00,,5.82,-178953.00,254485.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3118,進階,628845.00,161401.00,790246.00,209060.00,17729.00,226789.00,324529.00,,55989.00,,0.00,--,,0.00,0.00,--,563457.00,0.00,0.00,,17.36,182939.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3122,笙泉,351268.00,180149.00,531417.00,91932.00,6314.00,98246.00,382999.00,,34959.00,,-1477.00,0.00,,--,--,--,433171.00,--,0.00,,11.31,16690.00,433171.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3128,昇銳,544026.00,528207.00,1072233.00,358534.00,115932.00,474466.00,420000.00,,91781.00,,131.00,-7324.00,,--,--,14436.00,597767.00,--,0.00,,14.06,78743.00,583331.00,,503000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3131,弘塑,4096721.00,1995567.00,6092288.00,2548413.00,411092.00,2959505.00,292160.00,,1102358.00,,132156.00,-82648.00,,--,--,32587.00,3132783.00,0.00,0.00,,108.70,1656170.00,3100196.00,,694520.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3141,晶宏,1435554.00,862992.00,2298546.00,498219.00,127462.00,625681.00,721928.00,,251552.00,,-1603.00,-30382.00,,--,--,52412.00,1672865.00,--,6662283.00,,22.78,678958.00,1620453.00,,1063000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3147,大綜,2151023.00,448449.00,2599472.00,1849112.00,19541.00,1868653.00,340061.00,,46871.00,,-1883.00,--,,--,--,--,730819.00,0.00,0.00,,21.49,345770.00,730819.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3152,璟德,2261099.00,2690533.00,4951632.00,756592.00,18193.00,774785.00,690162.00,,573532.00,,0.00,0.00,,0.00,0.00,--,4176847.00,0.00,0.00,,60.52,2913153.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3162,精確,996772.00,622238.00,1619010.00,997879.00,121761.00,1119640.00,765313.00,,314.00,,-17232.00,--,,--,--,4549.00,499370.00,--,0.00,,6.47,-253574.00,494821.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3163,波若威,2232113.00,654665.00,2886778.00,767237.00,379156.00,1146393.00,752869.00,,358523.00,,-78063.00,0.00,,--,--,--,1740385.00,0.00,0.00,,23.12,707056.00,1740385.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3169,亞信,1627059.00,156823.00,1783882.00,209059.00,13224.00,222283.00,621970.00,,480827.00,,-32243.00,--,,--,--,--,1561599.00,--,0.00,,25.11,491045.00,1561599.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3171,炎洲流通,1077690.00,930962.00,2008652.00,927396.00,205932.00,1133328.00,667035.00,,140573.00,,-20337.00,-107187.00,,--,--,--,875324.00,0.00,0.00,,14.20,195240.00,875324.00,,5066000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3176,基亞,3719858.00,3287156.00,7007014.00,1711230.00,734249.00,2445479.00,1392575.00,,1440338.00,,-49121.00,--,,--,--,2602469.00,4561535.00,0.00,159000.00,,14.07,-824726.00,1959066.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3178,公準,788974.00,1605710.00,2394684.00,593146.00,777085.00,1370231.00,450500.00,,162627.00,,-825.00,--,,--,--,35633.00,1024453.00,0.00,0.00,,21.95,376518.00,988820.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3188,鑫龍騰,4306263.00,25217.00,4331480.00,2643005.00,13434.00,2656439.00,1202951.00,,154597.00,,--,--,,--,--,--,1675041.00,--,0.00,,13.92,317493.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3191,雲嘉南,202536.00,94172.00,296708.00,129683.00,30801.00,160484.00,571948.00,,115885.00,,-8127.00,--,,--,--,--,136224.00,--,0.00,,2.38,-543482.00,136224.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3205,佰研,484179.00,222888.00,707067.00,129480.00,21282.00,150762.00,327726.00,,405118.00,,-39558.00,-8741.00,,--,--,11262.00,556305.00,--,0.00,,16.75,-139502.00,545043.00,,227000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3206,志豐,2211250.00,476651.00,2687901.00,1513792.00,87801.00,1601593.00,539167.00,,133437.00,,-56046.00,0.00,,--,--,0.00,1086308.00,--,0.00,,20.15,469750.00,1086308.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3207,耀勝,476123.00,604109.00,1080232.00,392617.00,210563.00,603180.00,437704.00,,79841.00,,230131.00,--,,--,--,-10958.00,477052.00,--,0.00,,11.15,-259666.00,488010.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3211,順達,13510215.00,6509089.00,20019304.00,7826157.00,4501257.00,12327414.00,1474805.00,,2016091.00,,-546795.00,--,,--,--,0.00,7691890.00,--,0.00,,52.16,4747789.00,7691890.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3213,茂訊,2084584.00,897602.00,2982186.00,656648.00,206050.00,862698.00,586855.00,,72650.00,,-33001.00,--,,--,--,14381.00,2119488.00,0.00,0.00,,35.87,1478603.00,2105107.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3217,優群,2892412.00,1912239.00,4804651.00,1254839.00,72852.00,1327691.00,901042.00,,827430.00,,1003988.00,--,,--,--,0.00,3476960.00,0.00,0.00,,38.59,744500.00,3476960.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3218,大學光,1777913.00,1779799.00,3557712.00,951969.00,602957.00,1554926.00,761230.00,,381924.00,,-12641.00,--,,--,--,135187.00,2002786.00,--,0.00,,24.53,737086.00,1867599.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3219,倚強科,2341180.00,642996.00,2984176.00,1776890.00,6724.00,1783614.00,702840.00,,157852.00,,-8359.00,--,,--,--,209436.00,1200562.00,--,0.00,,14.10,138793.00,991126.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3221,台嘉碩,1774144.00,1279133.00,3053277.00,909441.00,231369.00,1140810.00,1028844.00,,766378.00,,-98263.00,0.00,,--,--,67928.00,1912467.00,0.00,0.00,,17.93,147580.00,1844539.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3224,三顧,2986461.00,724791.00,3711252.00,1011303.00,123453.00,1134756.00,580160.00,,660921.00,,-42106.00,--,,--,--,1698405.00,2576496.00,0.00,0.00,,15.14,-320884.00,878091.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3226,龍鋒,1721181.00,664628.00,2385809.00,1070543.00,30816.00,1101359.00,644306.00,,14852.00,,-5359.00,--,,--,--,--,1284450.00,--,0.00,,19.94,630651.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,3227,原相,8309130.00,5081020.00,13390150.00,3741182.00,558375.00,4299557.00,1433875.00,,2431615.00,,833933.00,--,,--,--,15342.00,9090593.00,--,238470.00,,63.82,4375828.00,9075251.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
