出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收入,支出,繼續營業單位稅前淨利（淨損）,其他綜合損益,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,利息以外淨損益,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
114/10/28,112,2,1580,新麥,2044777.00,1222294.00,--,--,822483.00,--,--,822483.00,467543.00,--,354940.00,34416.00,389356.00,107911.00,281445.00,--,--,281445.00,-45050.00,--,236395.00,268495.00,--,12950.00,225564.00,--,10831.00,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1584,精剛,1283550.00,1131674.00,--,--,151876.00,--,--,151876.00,75298.00,--,76578.00,52746.00,129324.00,1643.00,127681.00,--,--,127681.00,24093.00,--,151774.00,129293.00,--,-1612.00,153386.00,--,-1612.00,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1586,和勤,1026196.00,960473.00,--,--,65723.00,--,--,65723.00,146201.00,--,-80478.00,-268.00,-80746.00,-15963.00,-64783.00,--,--,-64783.00,-41199.00,--,-105982.00,-64783.00,--,--,-105982.00,--,--,-0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1591,駿吉-KY,28030.00,42420.00,--,--,-14390.00,--,--,-14390.00,19091.00,--,-33481.00,4184.00,-29297.00,-7060.00,-22237.00,--,--,-22237.00,-20717.00,--,-42954.00,-22237.00,--,--,-42954.00,--,--,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1593,祺驊,514424.00,352411.00,--,--,162013.00,--,--,162013.00,112410.00,--,49603.00,7931.00,57534.00,10797.00,46737.00,--,--,46737.00,16741.00,--,63478.00,32061.00,--,14676.00,48802.00,--,14676.00,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1595,川寶,811162.00,595012.00,--,--,216150.00,--,--,216150.00,162272.00,--,53878.00,28645.00,82523.00,38052.00,44471.00,--,--,44471.00,8845.00,--,53316.00,46211.00,--,-1740.00,55056.00,--,-1740.00,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1599,宏佳騰,721455.00,607052.00,--,--,114403.00,--,--,114403.00,210270.00,--,-95867.00,60487.00,-35380.00,3938.00,-39318.00,--,--,-39318.00,-2031.00,--,-41349.00,-39318.00,--,--,-41349.00,--,--,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1742,台蠟,230300.00,157470.00,--,--,72830.00,--,--,72830.00,44807.00,--,28023.00,15993.00,44016.00,353.00,43663.00,--,--,43663.00,-2261.00,--,41402.00,43663.00,--,--,41402.00,--,--,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1777,生泰,512420.00,311890.00,--,--,200530.00,--,--,200530.00,60385.00,--,140145.00,26173.00,166318.00,33255.00,133063.00,--,--,133063.00,25.00,--,133088.00,--,--,--,--,--,--,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1781,合世,272065.00,241515.00,--,--,30550.00,--,--,30550.00,65984.00,--,-35434.00,1515.00,-33919.00,-4090.00,-29829.00,--,--,-29829.00,559.00,--,-29270.00,-29829.00,--,--,-29270.00,--,--,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1784,訊聯,553488.00,231331.00,--,--,322157.00,--,--,322157.00,254218.00,--,67939.00,9918.00,77857.00,16406.00,61451.00,--,--,61451.00,-267.00,--,61184.00,54633.00,--,6818.00,54602.00,--,6582.00,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1785,光洋科,10595701.00,9374132.00,--,--,1221569.00,--,--,1221569.00,747249.00,--,474320.00,230932.00,705252.00,107496.00,597756.00,--,--,597756.00,-58284.00,--,539472.00,616261.00,--,-18505.00,557977.00,--,-18505.00,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1788,杏昌,1929179.00,1425920.00,--,--,503259.00,--,--,503259.00,309028.00,--,194231.00,15493.00,209724.00,32198.00,177526.00,--,--,177526.00,-90.00,--,177436.00,177526.00,0.00,0.00,177436.00,0.00,0.00,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1796,金穎生技,415655.00,254266.00,--,--,161389.00,--,--,161389.00,66778.00,--,94611.00,1326.00,95937.00,18659.00,77278.00,--,--,77278.00,-589.00,--,76689.00,77278.00,--,--,76689.00,--,--,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1799,易威,106440.00,46202.00,--,--,60238.00,--,--,60238.00,135275.00,--,-75037.00,-4247.00,-79284.00,77.00,-79361.00,--,--,-79361.00,-259.00,--,-79620.00,-73420.00,--,-5941.00,-73118.00,--,-6502.00,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1813,寶利徠,185552.00,180234.00,--,--,5318.00,--,--,5318.00,41174.00,--,-35856.00,41337.00,5481.00,-3092.00,8573.00,--,--,8573.00,-187.00,--,8386.00,14933.00,--,-6360.00,14732.00,--,-6346.00,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,1815,富喬,1713017.00,1648848.00,--,--,64169.00,--,--,64169.00,260178.00,--,-196009.00,-51581.00,-247590.00,-63814.00,-183776.00,--,--,-183776.00,-192933.00,--,-376709.00,-183776.00,--,--,-376709.00,--,--,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2035,唐榮公司,6041137.00,6408756.00,--,--,-367619.00,--,--,-367619.00,142143.00,--,-509762.00,31069.00,-478693.00,--,-478693.00,--,--,-478693.00,2113.00,--,-476580.00,--,--,--,--,--,--,-1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2061,風青,428261.00,401231.00,--,--,27030.00,--,--,27030.00,30716.00,--,-3686.00,-8754.00,-12440.00,-95.00,-12345.00,--,--,-12345.00,-5991.00,--,-18336.00,-12345.00,--,--,-18336.00,--,--,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2063,世鎧,702779.00,475122.00,--,--,227657.00,--,--,227657.00,70555.00,--,157102.00,1412.00,158514.00,31685.00,126829.00,--,--,126829.00,-791.00,--,126038.00,126829.00,--,--,126038.00,--,--,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2064,晉椿,710335.00,720082.00,--,--,-9747.00,635.00,--,-10382.00,56768.00,--,-67150.00,18413.00,-48737.00,525.00,-49262.00,--,--,-49262.00,-67.00,--,-49329.00,-49361.00,--,99.00,-49435.00,--,106.00,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2065,世豐,1190414.00,946928.00,--,--,243486.00,--,--,243486.00,88771.00,--,154715.00,22881.00,177596.00,35766.00,141830.00,--,--,141830.00,36325.00,--,178155.00,141830.00,--,--,178155.00,--,--,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2066,世德,1430422.00,967175.00,--,--,463247.00,--,--,463247.00,268597.00,--,194650.00,15731.00,210381.00,47885.00,162496.00,--,--,162496.00,3160.00,--,165656.00,164880.00,--,-2384.00,166315.00,--,-659.00,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2067,嘉鋼,628500.00,541386.00,--,--,87114.00,--,--,87114.00,88560.00,--,-1446.00,34819.00,33373.00,40260.00,-6887.00,--,--,-6887.00,-5585.00,--,-12472.00,746.00,--,-7633.00,-4190.00,--,-8282.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2070,精湛,266953.00,140587.00,--,--,126366.00,--,--,126366.00,111659.00,--,14707.00,2050.00,16757.00,6141.00,10616.00,--,--,10616.00,-872.00,--,9744.00,10616.00,--,--,9744.00,--,--,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2073,雄順,257653.00,214303.00,--,--,43350.00,--,--,43350.00,33607.00,--,9743.00,-504.00,9239.00,1778.00,7461.00,--,--,7461.00,417.00,--,7878.00,--,--,--,--,--,--,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2221,大甲,628046.00,511543.00,--,--,116503.00,--,--,116503.00,62214.00,--,54289.00,-5486.00,48803.00,12805.00,35998.00,--,--,35998.00,-1979.00,--,34019.00,31545.00,--,4453.00,29566.00,0.00,4453.00,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2230,泰茂,244954.00,175764.00,--,--,69190.00,--,--,69190.00,42800.00,0.00,26390.00,13129.00,39519.00,8755.00,30764.00,--,--,30764.00,-9332.00,--,21432.00,32677.00,--,-1913.00,23655.00,--,-2223.00,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2235,謚源,245412.00,186631.00,--,--,58781.00,0.00,0.00,58781.00,28146.00,--,30635.00,22385.00,53020.00,13337.00,39683.00,--,--,39683.00,0.00,0.00,39683.00,--,--,--,--,--,--,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2596,綠意,101336.00,95625.00,--,--,5711.00,--,--,5711.00,30143.00,--,-24432.00,1029.00,-23403.00,1775.00,-25178.00,--,--,-25178.00,--,--,-25178.00,-24074.00,--,-1104.00,-24074.00,--,-1104.00,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2640,大車隊,1377011.00,734260.00,--,--,642751.00,--,--,642751.00,383297.00,--,259454.00,1509.00,260963.00,60991.00,199972.00,--,--,199972.00,--,--,199972.00,207220.00,--,-7248.00,207220.00,--,-7248.00,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2641,正德,591995.00,335489.00,--,--,256506.00,--,--,256506.00,43306.00,--,213200.00,-11956.00,201244.00,92745.00,108499.00,--,--,108499.00,82322.00,--,190821.00,108499.00,--,--,190821.00,--,--,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2643,捷迅,1580288.00,1348380.00,--,--,231908.00,--,--,231908.00,88245.00,--,143663.00,-3449.00,140214.00,47837.00,92377.00,--,--,92377.00,-1439.00,--,90938.00,92377.00,--,--,90938.00,--,--,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2718,全心投控,1707605.00,905990.00,--,--,801615.00,--,--,801615.00,157185.00,--,644430.00,1606.00,646036.00,100498.00,545538.00,--,--,545538.00,7884.00,--,553422.00,545538.00,--,--,553422.00,--,--,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2719,燦星旅,354188.00,316086.00,--,--,38102.00,--,--,38102.00,63503.00,--,-25401.00,19836.00,-5565.00,-537.00,-5028.00,--,--,-5028.00,--,--,-5028.00,-5028.00,--,--,-5028.00,--,--,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2724,藝舍-KY,13655.00,7898.00,--,--,5757.00,--,--,5757.00,16228.00,--,-10471.00,4729.00,-5742.00,207.00,-5949.00,--,--,-5949.00,-606.00,--,-6555.00,-5949.00,--,--,-6555.00,--,--,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2726,雅茗-KY,397670.00,192445.00,--,--,205225.00,--,--,205225.00,227694.00,--,-22469.00,-20970.00,-43439.00,3271.00,-46710.00,--,--,-46710.00,4328.00,--,-42382.00,-51942.00,--,5232.00,-47573.00,--,5191.00,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2729,瓦城,2842747.00,1314642.00,--,--,1528105.00,--,--,1528105.00,1176626.00,--,351479.00,-7976.00,343503.00,71312.00,272191.00,--,--,272191.00,5637.00,--,277828.00,275467.00,--,-3276.00,281104.00,--,-3276.00,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2732,六角,2014672.00,1060809.00,--,--,953863.00,1223.00,0.00,952640.00,757919.00,4196.00,198917.00,6748.00,205665.00,30817.00,174848.00,--,--,174848.00,-2998.00,--,171850.00,152765.00,--,22083.00,152732.00,--,19118.00,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2734,易飛網,931532.00,796028.00,--,--,135504.00,--,--,135504.00,117283.00,--,18221.00,10360.00,28581.00,157.00,28424.00,--,--,28424.00,20.00,--,28444.00,27149.00,--,1275.00,27215.00,--,1229.00,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2736,富野,313768.00,135721.00,--,--,178047.00,--,--,178047.00,159106.00,--,18941.00,9721.00,28662.00,3850.00,24812.00,--,--,24812.00,2547.00,--,27359.00,26609.00,--,-1797.00,29156.00,--,-1797.00,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2740,天蔥,78547.00,43800.00,--,--,34747.00,--,--,34747.00,53074.00,--,-18327.00,764.00,-17563.00,0.00,-17563.00,--,--,-17563.00,--,--,-17563.00,-17563.00,--,--,-17563.00,--,--,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2743,山富,1872811.00,1580374.00,--,--,292437.00,--,--,292437.00,128505.00,--,163932.00,1056.00,164988.00,-1654.00,166642.00,--,--,166642.00,--,--,166642.00,166642.00,--,--,166642.00,--,--,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2745,五福,1891211.00,1678126.00,--,--,213085.00,--,--,213085.00,143641.00,--,69444.00,-8912.00,60532.00,-45477.00,106009.00,--,--,106009.00,--,--,106009.00,106009.00,--,--,106009.00,--,--,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2751,王座,579504.00,294736.00,--,--,284768.00,--,--,284768.00,221652.00,-404.00,62712.00,1121.00,63833.00,--,63833.00,--,--,63833.00,-463.00,--,63370.00,63833.00,--,--,63370.00,--,--,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2752,豆府,1497969.00,692032.00,--,--,805937.00,--,--,805937.00,561239.00,--,244698.00,3946.00,248644.00,49904.00,198740.00,--,--,198740.00,3640.00,--,202380.00,198100.00,--,640.00,201709.00,--,671.00,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2754,亞洲藏壽司,2398661.00,1416490.00,--,--,982171.00,--,--,982171.00,795699.00,--,186472.00,-6469.00,180003.00,36027.00,143976.00,--,--,143976.00,-6905.00,--,137071.00,143976.00,--,--,137071.00,--,--,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2755,揚秦,1021243.00,747769.00,--,--,273474.00,--,--,273474.00,200134.00,--,73340.00,3663.00,77003.00,14225.00,62778.00,--,--,62778.00,481.00,--,63259.00,62778.00,--,--,63259.00,--,--,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2756,聯發國際,371340.00,149813.00,--,--,221527.00,--,--,221527.00,148289.00,--,73238.00,5380.00,78618.00,23717.00,54901.00,--,--,54901.00,1931.00,--,56832.00,54901.00,--,--,56832.00,--,--,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2916,滿心,909833.00,435289.00,--,--,474544.00,--,--,474544.00,337684.00,--,136860.00,22806.00,159666.00,31834.00,127832.00,--,--,127832.00,-3354.00,--,124478.00,--,--,--,--,--,--,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2924,宏太-KY,19542.00,12166.00,--,--,7376.00,--,--,7376.00,21566.00,--,-14190.00,-5061.00,-19251.00,1392.00,-20643.00,0.00,--,-20643.00,5794.00,--,-14849.00,-20643.00,--,--,-14849.00,0.00,0.00,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2926,誠品生活,2911945.00,1920493.00,--,--,991452.00,--,--,991452.00,1252891.00,--,-261439.00,126669.00,-134770.00,-68359.00,-66411.00,--,--,-66411.00,-5038.00,--,-71449.00,-66109.00,--,-302.00,-70585.00,--,-864.00,-1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2937,集雅社,1921574.00,1441853.00,--,--,479721.00,--,--,479721.00,418229.00,--,61492.00,849.00,62341.00,17836.00,44505.00,--,--,44505.00,--,--,44505.00,44505.00,--,--,44505.00,--,--,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2941,米斯特,368047.00,147599.00,--,--,220448.00,--,--,220448.00,179447.00,--,41001.00,-258.00,40743.00,7891.00,32852.00,--,--,32852.00,131.00,--,32983.00,--,--,--,--,--,--,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2947,振宇五金,941994.00,576571.00,--,--,365423.00,--,--,365423.00,332555.00,--,32868.00,-7355.00,25513.00,5039.00,20474.00,--,--,20474.00,--,--,20474.00,20474.00,0.00,0.00,20474.00,0.00,0.00,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2948,寶陞,1090241.00,675237.00,--,--,415004.00,--,--,415004.00,307837.00,--,107167.00,-14947.00,92220.00,22242.00,69978.00,--,--,69978.00,15079.00,--,85057.00,69978.00,--,--,85057.00,--,--,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,2949,欣新網,1980019.00,1743146.00,--,--,236873.00,--,--,236873.00,135385.00,--,101488.00,-3520.00,97968.00,28966.00,69002.00,--,--,69002.00,5.00,--,69007.00,64955.00,--,4047.00,64957.00,--,4050.00,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3064,泰偉,39947.00,4139.00,--,--,35808.00,--,--,35808.00,60865.00,--,-25057.00,15871.00,-9186.00,0.00,-9186.00,--,--,-9186.00,-12746.00,--,-21932.00,-5732.00,--,-3454.00,-18478.00,--,-3454.00,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3066,李洲,108283.00,131001.00,--,--,-22718.00,--,--,-22718.00,61765.00,--,-84483.00,-32945.00,-117428.00,287.00,-117715.00,--,--,-117715.00,-19910.00,--,-137625.00,-87987.00,--,-29728.00,-106017.00,--,-31608.00,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3067,全域,70812.00,46881.00,--,--,23931.00,--,--,23931.00,17006.00,--,6925.00,1736.00,8661.00,1853.00,6808.00,--,--,6808.00,-451.00,--,6357.00,6808.00,--,0.00,6357.00,--,0.00,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3071,協禧,1211995.00,847085.00,--,--,364910.00,--,--,364910.00,327673.00,--,37237.00,84865.00,122102.00,33639.00,88463.00,--,--,88463.00,-52963.00,--,35500.00,90907.00,--,-2444.00,43733.00,--,-8233.00,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3073,天方能源,22107.00,11654.00,--,--,10453.00,--,--,10453.00,27675.00,17811.00,589.00,-2536.00,-1947.00,5238.00,-7185.00,--,--,-7185.00,-23585.00,--,-30770.00,-5805.00,--,-1380.00,-29390.00,--,-1380.00,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3078,僑威,5256958.00,3972521.00,--,--,1284437.00,--,--,1284437.00,417497.00,--,866940.00,186605.00,1053545.00,293799.00,759746.00,--,--,759746.00,-40025.00,--,719721.00,759746.00,--,--,719721.00,--,--,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3081,聯亞,580241.00,485773.00,--,--,94468.00,--,--,94468.00,196345.00,--,-101877.00,12992.00,-88885.00,-17849.00,-71036.00,--,--,-71036.00,--,--,-71036.00,--,--,--,--,--,--,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3083,網龍,177735.00,38575.00,--,--,139160.00,--,--,139160.00,156979.00,--,-17819.00,30844.00,13025.00,2543.00,10482.00,--,--,10482.00,64594.00,--,75076.00,9400.00,--,1082.00,73803.00,--,1273.00,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3085,新零售,48251.00,39076.00,--,--,9175.00,--,--,9175.00,28968.00,--,-19793.00,-305.00,-20098.00,0.00,-20098.00,--,--,-20098.00,0.00,--,-20098.00,-20070.00,--,-28.00,-20070.00,--,-28.00,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3086,華義,63158.00,22767.00,--,--,40391.00,--,--,40391.00,36928.00,--,3463.00,4942.00,8405.00,284.00,8121.00,--,--,8121.00,--,--,8121.00,8121.00,--,--,8121.00,--,--,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3088,艾訊,3428377.00,2243853.00,--,--,1184524.00,240.00,234.00,1184518.00,729984.00,--,454534.00,18643.00,473177.00,128212.00,344965.00,--,--,344965.00,16161.00,--,361126.00,344965.00,--,--,361126.00,--,--,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3093,港建*,1046782.00,685949.00,--,--,360833.00,--,--,360833.00,163224.00,--,197609.00,537.00,198146.00,40779.00,157367.00,--,--,157367.00,-1749.00,--,155618.00,157367.00,--,0.00,155618.00,--,0.00,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3095,及成,193297.00,162621.00,--,--,30676.00,--,--,30676.00,52470.00,--,-21794.00,-6566.00,-28360.00,1076.00,-29436.00,--,--,-29436.00,-6285.00,--,-35721.00,-29436.00,--,0.00,-35721.00,--,0.00,-2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3105,穩懋,6803452.00,5686411.00,--,--,1117041.00,--,--,1117041.00,1882056.00,--,-765015.00,-152285.00,-917300.00,-162532.00,-754768.00,--,--,-754768.00,680089.00,--,-74679.00,-498734.00,--,-256034.00,206540.00,--,-281219.00,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3114,好德,1316693.00,1174355.00,--,--,142338.00,--,--,142338.00,86063.00,--,56275.00,14760.00,71035.00,18510.00,52525.00,--,--,52525.00,111335.00,--,163860.00,52525.00,--,0.00,163860.00,--,0.00,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3115,富榮綱,1347.00,838.00,--,--,509.00,--,--,509.00,16289.00,--,-15780.00,1775.00,-14005.00,0.00,-14005.00,--,--,-14005.00,-2140.00,--,-16145.00,-14005.00,--,--,-16145.00,--,--,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3118,進階,307839.00,204307.00,--,--,103532.00,--,--,103532.00,71812.00,--,31720.00,7536.00,39256.00,7858.00,31398.00,--,--,31398.00,--,--,31398.00,--,--,--,--,--,--,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3122,笙泉,159635.00,111249.00,--,--,48386.00,--,--,48386.00,86502.00,--,-38116.00,-167.00,-38283.00,107.00,-38390.00,--,--,-38390.00,-311.00,--,-38701.00,-38390.00,--,0.00,-38701.00,--,0.00,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3128,昇銳,487293.00,345249.00,--,--,142044.00,--,--,142044.00,115819.00,--,26225.00,2435.00,28660.00,7579.00,21081.00,--,--,21081.00,0.00,--,21081.00,18511.00,--,2570.00,18511.00,--,2570.00,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3131,弘塑,1675382.00,998930.00,--,--,676452.00,--,--,676452.00,355462.00,--,320990.00,19321.00,340311.00,70987.00,269324.00,--,--,269324.00,86473.00,--,355797.00,269559.00,--,-235.00,356042.00,--,-245.00,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3141,晶宏,1026747.00,653604.00,--,--,373143.00,--,--,373143.00,263626.00,-311.00,109206.00,18825.00,128031.00,23417.00,104614.00,--,--,104614.00,2601.00,--,107215.00,69459.00,--,35155.00,72060.00,--,35155.00,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3147,大綜,1838870.00,1532733.00,--,--,306137.00,--,--,306137.00,182226.00,--,123911.00,23936.00,147847.00,33199.00,114648.00,--,--,114648.00,3575.00,--,118223.00,114648.00,--,--,118223.00,--,--,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3152,璟德,677692.00,443106.00,--,--,234586.00,--,--,234586.00,110391.00,--,124195.00,10357.00,134552.00,26910.00,107642.00,--,--,107642.00,--,--,107642.00,--,--,--,--,--,--,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3162,精確,1681227.00,1476174.00,--,--,205053.00,--,--,205053.00,240648.00,--,-35595.00,61598.00,26003.00,5748.00,20255.00,--,--,20255.00,27161.00,--,47416.00,20632.00,--,-377.00,47875.00,--,-459.00,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3163,波若威,1241342.00,973881.00,--,--,267461.00,--,--,267461.00,152600.00,--,114861.00,131958.00,246819.00,37210.00,209609.00,--,--,209609.00,-10344.00,--,199265.00,209609.00,--,--,199265.00,--,--,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3169,亞信,426555.00,199702.00,--,--,226853.00,--,--,226853.00,108730.00,--,118123.00,13034.00,131157.00,24294.00,106863.00,--,--,106863.00,2263.00,--,109126.00,106863.00,--,--,109126.00,--,--,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3171,炎洲流通,692065.00,499135.00,--,--,192930.00,--,--,192930.00,129521.00,--,63409.00,4646.00,68055.00,15490.00,52565.00,--,--,52565.00,-3519.00,--,49046.00,52565.00,--,--,49046.00,--,--,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3176,基亞,369814.00,183708.00,--,--,186106.00,--,--,186106.00,779265.00,--,-593159.00,8787.00,-584372.00,18740.00,-603112.00,--,--,-603112.00,17591.00,--,-585521.00,-192027.00,--,-411085.00,-191149.00,--,-394372.00,-1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,3178,公準,810836.00,581902.00,--,--,228934.00,--,--,228934.00,83668.00,--,145266.00,7151.00,152417.00,27267.00,125150.00,--,--,125150.00,-451.00,--,124699.00,113049.00,--,12101.00,112733.00,--,11966.00,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
