出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,本期其他綜合損益（稅後淨額）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益,利息以外淨收益,淨收益,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益
114/10/28,114,1,2235,謚源,145804.00,114586.00,--,--,31218.00,--,--,31218.00,17887.00,--,13331.00,10266.00,23597.00,4772.00,18825.00,--,--,18825.00,0.00,--,18825.00,--,--,--,--,--,--,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2596,綠意,354607.00,264168.00,--,--,90439.00,--,--,90439.00,34670.00,--,55769.00,-652.00,55117.00,10208.00,44909.00,--,--,44909.00,--,--,44909.00,46002.00,--,-1093.00,46002.00,--,-1093.00,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2640,大車隊,772936.00,402117.00,--,--,370819.00,--,--,370819.00,213818.00,--,157001.00,769.00,157770.00,33658.00,124112.00,--,--,124112.00,--,--,124112.00,127296.00,--,-3184.00,127296.00,--,-3184.00,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2641,正德,505562.00,331163.00,--,--,174399.00,--,--,174399.00,39139.00,--,135260.00,-60230.00,75030.00,0.00,75030.00,--,--,75030.00,100873.00,--,175903.00,88086.00,--,-13056.00,188959.00,--,-13056.00,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2643,捷迅,1935185.00,1787715.00,--,--,147470.00,--,--,147470.00,72294.00,--,75176.00,4192.00,79368.00,17110.00,62258.00,--,--,62258.00,18715.00,--,80973.00,62258.00,--,--,80973.00,--,--,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2718,全心投控,26124.00,9663.00,--,--,16461.00,--,--,16461.00,17358.00,--,-897.00,65319.00,64422.00,4647.00,59775.00,--,--,59775.00,5584.00,--,65359.00,59775.00,--,--,65359.00,--,--,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2719,燦星旅,609852.00,567387.00,--,--,42465.00,--,--,42465.00,38631.00,--,3834.00,7649.00,11483.00,584.00,10899.00,--,--,10899.00,--,--,10899.00,10899.00,--,--,10899.00,--,--,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2724,藝舍-KY,40234.00,31436.00,--,--,8798.00,--,--,8798.00,10550.00,--,-1752.00,-361.00,-2113.00,150.00,-2263.00,--,--,-2263.00,0.00,--,-2263.00,-2263.00,--,--,-2263.00,--,--,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2726,雅茗-KY,146275.00,59852.00,--,--,86423.00,--,--,86423.00,116879.00,--,-30456.00,10013.00,-20443.00,-4873.00,-15570.00,--,--,-15570.00,4897.00,--,-10673.00,-18426.00,--,2856.00,-13826.00,--,3153.00,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2729,瓦城,1596926.00,788333.00,--,--,808593.00,--,--,808593.00,694029.00,--,114564.00,11392.00,125956.00,26380.00,99576.00,--,--,99576.00,749.00,--,100325.00,100348.00,--,-772.00,101097.00,--,-772.00,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2732,六角,933426.00,455498.00,--,--,477928.00,0.00,859.00,478787.00,458782.00,557.00,20562.00,-4169.00,16393.00,4481.00,11912.00,--,--,11912.00,9421.00,--,21333.00,11941.00,--,-29.00,18662.00,--,2671.00,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2734,易飛網,403169.00,358140.00,--,--,45029.00,--,--,45029.00,55707.00,--,-10678.00,-8486.00,-19164.00,0.00,-19164.00,0.00,--,-19164.00,0.00,--,-19164.00,-19164.00,--,0.00,-19164.00,--,0.00,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2736,富野,156817.00,72035.00,--,--,84782.00,--,--,84782.00,89000.00,--,-4218.00,-7246.00,-11464.00,-2.00,-11462.00,--,--,-11462.00,2380.00,--,-9082.00,-8929.00,--,-2533.00,-6549.00,--,-2533.00,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2740,天蔥,47674.00,29167.00,--,--,18507.00,--,--,18507.00,24964.00,--,-6457.00,-353.00,-6810.00,0.00,-6810.00,--,--,-6810.00,--,--,-6810.00,-6810.00,--,--,-6810.00,--,--,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2743,山富,1755132.00,1435825.00,--,--,319307.00,--,--,319307.00,133834.00,--,185473.00,32073.00,217546.00,43955.00,173591.00,--,--,173591.00,--,--,173591.00,173591.00,--,--,173591.00,--,--,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2745,五福,2189144.00,1901558.00,--,--,287586.00,--,--,287586.00,134988.00,--,152598.00,28779.00,181377.00,36283.00,145094.00,--,--,145094.00,--,--,145094.00,145094.00,--,--,145094.00,--,--,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2751,王座,364096.00,188168.00,--,--,175928.00,--,--,175928.00,159036.00,300.00,17192.00,222.00,17414.00,0.00,17414.00,--,--,17414.00,47.00,--,17461.00,17414.00,--,--,17461.00,--,--,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2752,豆府,1001449.00,484159.00,--,--,517290.00,--,--,517290.00,394145.00,--,123145.00,4555.00,127700.00,24989.00,102711.00,--,--,102711.00,-646.00,--,102065.00,102605.00,--,106.00,101930.00,--,135.00,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2754,亞洲藏壽司,1334039.00,803663.00,--,--,530376.00,--,--,530376.00,479328.00,--,51048.00,-71010.00,-19962.00,-3937.00,-16025.00,--,--,-16025.00,2147.00,--,-13878.00,-16025.00,--,--,-13878.00,--,--,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2755,揚秦,682733.00,497708.00,--,--,185025.00,--,--,185025.00,122524.00,--,62501.00,-1185.00,61316.00,11022.00,50294.00,--,--,50294.00,615.00,--,50909.00,50294.00,--,--,50909.00,--,--,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2756,聯發國際,200052.00,79017.00,--,--,121035.00,--,--,121035.00,109777.00,--,11258.00,6456.00,17714.00,4838.00,12876.00,--,--,12876.00,-775.00,--,12101.00,12876.00,--,--,12101.00,--,--,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2916,滿心,534851.00,251225.00,--,--,283626.00,--,--,283626.00,197763.00,--,85863.00,11499.00,97362.00,19472.00,77890.00,--,--,77890.00,2409.00,--,80299.00,--,--,--,--,--,--,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2924,宏太-KY,10509.00,5704.00,--,--,4805.00,--,--,4805.00,16452.00,--,-11647.00,188.00,-11459.00,0.00,-11459.00,--,--,-11459.00,-44.00,--,-11503.00,-11459.00,--,--,-11503.00,--,--,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2926,誠品生活,1648398.00,1030261.00,--,--,618137.00,--,--,618137.00,625816.00,--,-7679.00,24575.00,16896.00,9286.00,7610.00,--,--,7610.00,7406.00,--,15016.00,7742.00,--,-132.00,14754.00,--,262.00,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2937,集雅社,1171965.00,909544.00,--,--,262421.00,--,--,262421.00,216244.00,--,46177.00,1309.00,47486.00,9499.00,37987.00,--,--,37987.00,--,--,37987.00,37987.00,--,--,37987.00,--,--,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2941,米斯特,231050.00,85430.00,--,--,145620.00,--,--,145620.00,135545.00,--,10075.00,-84.00,9991.00,2003.00,7988.00,--,--,7988.00,-75.00,--,7913.00,--,--,--,--,--,--,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2947,振宇五金,552182.00,324380.00,--,--,227802.00,--,--,227802.00,194649.00,--,33153.00,-881.00,32272.00,6410.00,25862.00,--,--,25862.00,--,--,25862.00,25862.00,0.00,0.00,25862.00,--,--,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2948,寶陞,523391.00,298563.00,--,--,224828.00,--,--,224828.00,192738.00,--,32090.00,-13819.00,18271.00,6458.00,11813.00,--,--,11813.00,14864.00,--,26677.00,11813.00,--,--,26677.00,--,--,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2949,欣新網,1195170.00,1048500.00,--,--,146670.00,--,--,146670.00,110306.00,--,36364.00,-3185.00,33179.00,6977.00,26202.00,--,--,26202.00,284.00,--,26486.00,25980.00,--,222.00,26162.00,--,324.00,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3064,泰偉,22049.00,2278.00,--,--,19771.00,--,--,19771.00,25910.00,--,-6139.00,-3186.00,-9325.00,--,-9325.00,--,--,-9325.00,55.00,--,-9270.00,-9324.00,--,-1.00,-9269.00,--,-1.00,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3066,李洲,54629.00,36830.00,--,--,17799.00,--,--,17799.00,36712.00,--,-18913.00,-62614.00,-81527.00,231.00,-81758.00,--,--,-81758.00,-11319.00,--,-93077.00,-79300.00,--,-2458.00,-91711.00,--,-1366.00,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3067,全域,14381.00,10385.00,--,--,3996.00,--,--,3996.00,6741.00,--,-2745.00,1349.00,-1396.00,-2943.00,1547.00,--,--,1547.00,190.00,--,1737.00,1547.00,--,--,1737.00,--,0.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3071,協禧,540357.00,381007.00,--,--,159350.00,--,--,159350.00,144996.00,--,14354.00,10269.00,24623.00,7880.00,16743.00,--,--,16743.00,44749.00,--,61492.00,2400.00,--,14343.00,43023.00,--,18469.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3073,天方能源,11801.00,6110.00,--,--,5691.00,--,--,5691.00,16127.00,33933.00,23497.00,4452.00,27949.00,11.00,27938.00,--,--,27938.00,-12192.00,--,15746.00,27941.00,--,-3.00,15749.00,--,-3.00,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3078,僑威,2838344.00,2119064.00,--,--,719280.00,--,--,719280.00,226727.00,--,492553.00,68902.00,561455.00,140163.00,421292.00,--,--,421292.00,61650.00,--,482942.00,421292.00,--,--,482942.00,--,--,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3081,聯亞,454502.00,307489.00,--,--,147013.00,--,--,147013.00,102248.00,--,44765.00,8071.00,52836.00,10567.00,42269.00,--,--,42269.00,532.00,--,42801.00,--,--,--,--,--,--,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3083,網龍,77797.00,15256.00,--,--,62541.00,--,--,62541.00,81677.00,--,-19136.00,30919.00,11783.00,1177.00,10606.00,--,--,10606.00,-58133.00,--,-47527.00,10252.00,--,354.00,-48080.00,--,553.00,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3085,新零售,12635.00,6295.00,--,--,6340.00,--,--,6340.00,18987.00,--,-12647.00,945.00,-11702.00,0.00,-11702.00,--,--,-11702.00,--,--,-11702.00,-11702.00,--,0.00,-11702.00,--,0.00,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3086,華義,43688.00,21671.00,--,--,22017.00,--,--,22017.00,20211.00,--,1806.00,3137.00,4943.00,--,4943.00,--,--,4943.00,--,--,4943.00,5584.00,--,-641.00,5584.00,--,-641.00,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3088,艾訊,1635963.00,1074018.00,--,--,561945.00,71.00,71.00,561945.00,419045.00,--,142900.00,17417.00,160317.00,28152.00,132165.00,--,--,132165.00,36423.00,--,168588.00,130919.00,--,1246.00,167342.00,--,1246.00,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3093,港建*,572537.00,419242.00,--,--,153295.00,--,--,153295.00,90652.00,--,62643.00,14394.00,77037.00,14512.00,62525.00,--,--,62525.00,4893.00,--,67418.00,62525.00,--,--,67418.00,--,--,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3095,及成,141318.00,120633.00,--,--,20685.00,--,--,20685.00,26463.00,--,-5778.00,-3938.00,-9716.00,0.00,-9716.00,--,--,-9716.00,9166.00,--,-550.00,-9716.00,--,--,-550.00,--,--,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3105,穩懋,3575803.00,2977395.00,--,--,598408.00,--,--,598408.00,814974.00,--,-216566.00,155672.00,-60894.00,2440.00,-63334.00,--,--,-63334.00,-1371443.00,--,-1434777.00,15628.00,--,-78962.00,-1371634.00,--,-63143.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3114,好德,637270.00,583258.00,--,--,54012.00,--,--,54012.00,44956.00,--,9056.00,15490.00,24546.00,5260.00,19286.00,--,--,19286.00,-17657.00,--,1629.00,19286.00,--,0.00,1629.00,--,0.00,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3115,富榮綱,940.00,0.00,--,--,940.00,--,--,940.00,7674.00,--,-6734.00,1437.00,-5297.00,0.00,-5297.00,--,--,-5297.00,1741.00,--,-3556.00,-5297.00,--,--,-3556.00,--,--,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3118,進階,176871.00,121754.00,--,--,55117.00,--,--,55117.00,41024.00,--,14093.00,8969.00,23062.00,3219.00,19843.00,--,--,19843.00,--,--,19843.00,--,--,--,--,--,--,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3122,笙泉,86083.00,58921.00,--,--,27162.00,--,--,27162.00,47047.00,--,-19885.00,-1518.00,-21403.00,8.00,-21411.00,--,--,-21411.00,363.00,--,-21048.00,-21411.00,--,0.00,-21048.00,--,0.00,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3128,昇銳,295310.00,192451.00,--,--,102859.00,--,--,102859.00,70927.00,--,31932.00,-107.00,31825.00,6761.00,25064.00,--,--,25064.00,--,--,25064.00,24923.00,--,141.00,24923.00,--,141.00,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3131,弘塑,1240814.00,734440.00,--,--,506374.00,--,--,506374.00,229562.00,--,276812.00,41161.00,317973.00,62993.00,254980.00,--,--,254980.00,-13857.00,--,241123.00,255217.00,--,-237.00,241355.00,--,-232.00,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3141,晶宏,335313.00,189177.00,--,--,146136.00,--,--,146136.00,131557.00,0.00,14579.00,9086.00,23665.00,3201.00,20464.00,--,--,20464.00,8740.00,--,29204.00,26362.00,--,-5898.00,35102.00,--,-5898.00,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3147,大綜,3148371.00,2842729.00,--,--,305642.00,--,--,305642.00,139328.00,--,166314.00,8072.00,174386.00,36391.00,137995.00,--,--,137995.00,1476.00,--,139471.00,137995.00,--,--,139471.00,--,--,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3152,璟德,386222.00,214888.00,--,--,171334.00,--,--,171334.00,57191.00,--,114143.00,12123.00,126266.00,25253.00,101013.00,--,--,101013.00,--,--,101013.00,--,--,--,--,--,--,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3162,精確,1839002.00,1591210.00,--,--,247792.00,--,--,247792.00,169311.00,--,78481.00,-1726.00,76755.00,10993.00,65762.00,--,--,65762.00,128951.00,--,194713.00,65108.00,--,654.00,193954.00,--,759.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3163,波若威,523911.00,430668.00,--,--,93243.00,--,--,93243.00,68893.00,--,24350.00,32685.00,57035.00,7830.00,49205.00,--,--,49205.00,4142.00,--,53347.00,49205.00,--,--,53347.00,--,--,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3169,亞信,255392.00,116292.00,--,--,139100.00,--,--,139100.00,62080.00,--,77020.00,8389.00,85409.00,13964.00,71445.00,--,--,71445.00,2346.00,--,73791.00,71445.00,--,--,73791.00,--,--,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3171,炎洲流通,345260.00,246013.00,--,--,99247.00,--,--,99247.00,67315.00,--,31932.00,1505.00,33437.00,6720.00,26717.00,--,--,26717.00,2667.00,--,29384.00,26717.00,--,--,29384.00,--,--,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3176,基亞,499372.00,144290.00,--,--,355082.00,51126.00,--,303956.00,206122.00,--,97834.00,6688.00,104522.00,7493.00,97029.00,--,--,97029.00,-76392.00,--,20637.00,102450.00,--,-5421.00,74771.00,--,-54134.00,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3178,公準,322311.00,257789.00,--,--,64522.00,--,--,64522.00,47175.00,--,17347.00,2790.00,20137.00,2646.00,17491.00,--,--,17491.00,352.00,--,17843.00,17293.00,--,198.00,17539.00,--,304.00,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3188,鑫龍騰,162256.00,78523.00,--,--,83733.00,--,--,83733.00,23939.00,--,59794.00,-3338.00,56456.00,15942.00,40514.00,--,--,40514.00,--,--,40514.00,40514.00,--,--,40514.00,--,--,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3191,雲嘉南,41438.00,31515.00,--,--,9923.00,--,--,9923.00,17449.00,--,-7526.00,5052.00,-2474.00,-724.00,-1750.00,--,--,-1750.00,-1034.00,--,-2784.00,-1750.00,--,--,-2784.00,--,--,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3205,佰研,100939.00,83084.00,--,--,17855.00,--,--,17855.00,33558.00,--,-15703.00,134.00,-15569.00,0.00,-15569.00,--,--,-15569.00,10855.00,--,-4714.00,-15687.00,--,118.00,-5023.00,--,309.00,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3206,志豐,830310.00,654535.00,--,--,175775.00,--,--,175775.00,139164.00,--,36611.00,16612.00,53223.00,12529.00,40694.00,--,--,40694.00,29042.00,--,69736.00,36623.00,0.00,4071.00,64614.00,0.00,5122.00,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3207,耀勝,388841.00,345238.00,--,--,43603.00,--,--,43603.00,65979.00,0.00,-22376.00,2680.00,-19696.00,40.00,-19736.00,--,--,-19736.00,1134.00,--,-18602.00,-13052.00,--,-6684.00,-11940.00,--,-6662.00,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3211,順達,2362947.00,1987014.00,--,--,375933.00,--,--,375933.00,214957.00,--,160976.00,44914.00,205890.00,42446.00,163444.00,--,--,163444.00,99982.00,--,263426.00,163444.00,--,--,263426.00,--,--,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3213,茂訊,762695.00,477913.00,--,--,284782.00,--,--,284782.00,86389.00,--,198393.00,12585.00,210978.00,42355.00,168623.00,--,--,168623.00,839887.00,--,1008510.00,166148.00,--,2475.00,1006035.00,--,2475.00,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3217,優群,923726.00,459585.00,--,--,464141.00,--,--,464141.00,171535.00,--,292606.00,45421.00,338027.00,71216.00,266811.00,--,--,266811.00,-27474.00,--,239337.00,266811.00,--,--,239337.00,--,--,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3218,大學光,1123220.00,456612.00,--,--,666608.00,--,--,666608.00,273948.00,--,392660.00,58115.00,450775.00,80606.00,370169.00,--,--,370169.00,8723.00,--,378892.00,362648.00,--,7521.00,369726.00,--,9166.00,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3219,倚強科,281535.00,86155.00,--,--,195380.00,--,--,195380.00,190578.00,--,4802.00,5283.00,10085.00,-1835.00,11920.00,--,--,11920.00,13435.00,--,25355.00,-3164.00,--,15084.00,5736.00,--,19619.00,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3221,台嘉碩,549588.00,433561.00,--,--,116027.00,--,--,116027.00,96750.00,--,19277.00,438.00,19715.00,11680.00,8035.00,--,--,8035.00,2350.00,--,10385.00,15686.00,--,-7651.00,17865.00,--,-7480.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3224,三顧,387278.00,340830.00,--,--,46448.00,--,--,46448.00,100289.00,--,-53841.00,16607.00,-37234.00,842.00,-38076.00,--,--,-38076.00,5414.00,--,-32662.00,-13472.00,--,-24604.00,-8054.00,--,-24608.00,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3226,龍鋒,526569.00,403176.00,--,--,123393.00,--,--,123393.00,42035.00,--,81358.00,23986.00,105344.00,28316.00,77028.00,--,--,77028.00,--,--,77028.00,--,--,--,--,--,--,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3227,原相,2348762.00,891129.00,--,--,1457633.00,--,--,1457633.00,930233.00,--,527400.00,97846.00,625246.00,87561.00,537685.00,--,--,537685.00,-40463.00,--,497222.00,545207.00,--,-7522.00,504744.00,--,-7522.00,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3228,金麗科,75212.00,25656.00,--,--,49556.00,--,--,49556.00,85357.00,--,-35801.00,1315.00,-34486.00,0.00,-34486.00,--,--,-34486.00,-894.00,--,-35380.00,--,--,--,--,--,--,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3230,錦明,118261.00,95094.00,--,--,23167.00,--,--,23167.00,36993.00,0.00,-13826.00,812.00,-13014.00,193.00,-13207.00,--,--,-13207.00,9385.00,--,-3822.00,-13207.00,--,--,-3822.00,--,--,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3232,昱捷,257949.00,216144.00,--,--,41805.00,--,--,41805.00,34977.00,--,6828.00,7221.00,14049.00,2835.00,11214.00,--,--,11214.00,-3060.00,--,8154.00,11214.00,--,--,8154.00,--,--,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3234,光環,206119.00,145300.00,--,--,60819.00,277.00,179.00,60721.00,56580.00,--,4141.00,2150.00,6291.00,--,6291.00,--,--,6291.00,2381.00,--,8672.00,8289.00,--,-1998.00,10670.00,--,-1998.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3236,千如,449986.00,343628.00,--,--,106358.00,--,--,106358.00,110352.00,--,-3994.00,8874.00,4880.00,4898.00,-18.00,--,--,-18.00,22383.00,--,22365.00,-18.00,--,--,22365.00,--,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3252,海灣,131402.00,81110.00,--,--,50292.00,--,--,50292.00,27183.00,--,23109.00,-15069.00,8040.00,0.00,8040.00,--,--,8040.00,0.00,--,8040.00,3857.00,--,4183.00,3857.00,--,4183.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3259,鑫創,51946.00,43457.00,--,--,8489.00,--,--,8489.00,47643.00,--,-39154.00,1869.00,-37285.00,--,-37285.00,--,--,-37285.00,--,--,-37285.00,--,--,--,--,--,--,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3260,威剛,9907514.00,8543376.00,--,--,1364138.00,--,--,1364138.00,943505.00,--,420633.00,321746.00,742379.00,188994.00,553385.00,--,--,553385.00,475307.00,--,1028692.00,526389.00,--,26996.00,949613.00,--,79079.00,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3264,欣銓,3212727.00,2084358.00,--,--,1128369.00,--,--,1128369.00,351326.00,--,777043.00,-8760.00,768283.00,167026.00,601257.00,--,--,601257.00,103000.00,--,704257.00,601257.00,--,--,704257.00,--,--,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3265,台星科,1083861.00,772289.00,--,--,311572.00,--,--,311572.00,75168.00,--,236404.00,25056.00,261460.00,52292.00,209168.00,--,--,209168.00,38707.00,--,247875.00,209168.00,--,--,247875.00,--,--,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3268,海德威,189734.00,175656.00,--,--,14078.00,--,--,14078.00,20702.00,--,-6624.00,5109.00,-1515.00,699.00,-2214.00,--,--,-2214.00,-8121.00,--,-10335.00,-2214.00,--,--,-10335.00,--,--,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3272,東碩,755546.00,642523.00,--,--,113023.00,--,--,113023.00,145530.00,--,-32507.00,-6716.00,-39223.00,-957.00,-38266.00,--,--,-38266.00,10774.00,--,-27492.00,-38266.00,--,--,-27492.00,--,--,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3276,宇環,137094.00,138279.00,--,--,-1185.00,--,--,-1185.00,23622.00,--,-24807.00,17133.00,-7674.00,0.00,-7674.00,--,--,-7674.00,15007.00,--,7333.00,865.00,--,-8539.00,15872.00,--,-8539.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3284,太普高,234556.00,150476.00,--,--,84080.00,--,--,84080.00,26221.00,--,57859.00,9792.00,67651.00,13942.00,53709.00,--,--,53709.00,11135.00,--,64844.00,51420.00,--,2289.00,55296.00,--,9548.00,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3285,微端,138659.00,110511.00,--,--,28148.00,--,--,28148.00,31992.00,--,-3844.00,5455.00,1611.00,641.00,970.00,--,--,970.00,3197.00,--,4167.00,794.00,--,176.00,3686.00,--,481.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
