出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,本期其他綜合損益（稅後淨額）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益,利息以外淨收益,淨收益,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益
114/10/28,114,1,3287,廣寰科,194434.00,147279.00,--,--,47155.00,--,--,47155.00,50319.00,--,-3164.00,-5055.00,-8219.00,1349.00,-9568.00,--,--,-9568.00,-766.00,--,-10334.00,-14364.00,--,4796.00,-15130.00,--,4796.00,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3288,點晶,17330.00,9265.00,--,--,8065.00,--,--,8065.00,16791.00,--,-8726.00,1429.00,-7297.00,0.00,-7297.00,--,--,-7297.00,290.00,--,-7007.00,-7296.00,--,-1.00,-7006.00,--,-1.00,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3289,宜特,1131486.00,778664.00,--,--,352822.00,--,--,352822.00,230780.00,--,122042.00,5140.00,127182.00,10332.00,116850.00,--,--,116850.00,4894.00,--,121744.00,126431.00,--,-9581.00,131325.00,--,-9581.00,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3290,東浦,491147.00,350768.00,--,--,140379.00,--,--,140379.00,86429.00,--,53950.00,-2795.00,51155.00,10272.00,40883.00,--,--,40883.00,35440.00,--,76323.00,40883.00,--,--,76323.00,--,--,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3293,鈊象,5359242.00,124268.00,--,--,5234974.00,--,--,5234974.00,2173963.00,--,3061011.00,136692.00,3197703.00,570910.00,2626793.00,--,--,2626793.00,49166.00,--,2675959.00,2626945.00,--,-152.00,2676048.00,--,-89.00,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3294,英濟,678957.00,647618.00,--,--,31339.00,--,--,31339.00,145276.00,--,-113937.00,31981.00,-81956.00,-9822.00,-72134.00,--,--,-72134.00,43539.00,--,-28595.00,-70354.00,--,-1780.00,-27092.00,--,-1503.00,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3297,杭特,45269.00,28620.00,--,--,16649.00,--,--,16649.00,23815.00,--,-7166.00,4555.00,-2611.00,-23.00,-2588.00,--,--,-2588.00,0.00,--,-2588.00,-2588.00,--,--,-2588.00,--,--,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3303,岱稜,745292.00,443404.00,--,--,301888.00,--,--,301888.00,167424.00,--,134464.00,19948.00,154412.00,39994.00,114418.00,--,--,114418.00,14902.00,--,129320.00,112619.00,--,1799.00,127521.00,--,1799.00,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3306,鼎天,220762.00,160900.00,--,--,59862.00,--,--,59862.00,72017.00,465.00,-11690.00,4109.00,-7581.00,-20.00,-7561.00,--,--,-7561.00,-497140.00,--,-504701.00,-7561.00,--,--,-504701.00,--,--,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3310,佳穎,1404206.00,1066394.00,--,--,337812.00,--,--,337812.00,118916.00,--,218896.00,-12053.00,206843.00,57207.00,149636.00,--,--,149636.00,24985.00,--,174621.00,151647.00,--,-2011.00,176632.00,--,-2011.00,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3313,斐成,537.00,1287.00,--,--,-750.00,--,--,-750.00,15356.00,--,-16106.00,1530.00,-14576.00,0.00,-14576.00,--,--,-14576.00,--,--,-14576.00,-14497.00,--,-79.00,-14497.00,--,-79.00,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3317,尼克森,629614.00,453206.00,--,--,176408.00,--,--,176408.00,107032.00,--,69376.00,6567.00,75943.00,15265.00,60678.00,--,--,60678.00,289.00,--,60967.00,60139.00,--,539.00,60428.00,--,539.00,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3322,建舜電,750212.00,643556.00,--,--,106656.00,--,--,106656.00,135145.00,--,-28489.00,8854.00,-19635.00,217.00,-19852.00,--,--,-19852.00,36105.00,--,16253.00,-19850.00,--,-2.00,16255.00,--,-2.00,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3323,加百裕,1109638.00,993763.00,--,--,115875.00,--,--,115875.00,147552.00,--,-31677.00,-3833.00,-35510.00,0.00,-35510.00,--,--,-35510.00,4583.00,--,-30927.00,-43256.00,--,7746.00,-38673.00,--,7746.00,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3324,雙鴻,4415084.00,3206927.00,--,--,1208157.00,--,--,1208157.00,644715.00,--,563442.00,102890.00,666332.00,136925.00,529407.00,--,--,529407.00,83521.00,--,612928.00,511133.00,--,18274.00,588657.00,--,24271.00,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3325,旭品,300565.00,293295.00,--,--,7270.00,--,--,7270.00,47888.00,--,-40618.00,-3578.00,-44196.00,-1746.00,-42450.00,--,--,-42450.00,20108.00,--,-22342.00,-37914.00,--,-4536.00,-19702.00,--,-2640.00,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3332,幸康,396722.00,253622.00,--,--,143100.00,--,--,143100.00,99148.00,--,43952.00,16794.00,60746.00,13085.00,47661.00,--,--,47661.00,20931.00,--,68592.00,47661.00,--,--,68592.00,--,--,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3339,泰谷,134203.00,126989.00,--,--,7214.00,--,--,7214.00,27416.00,--,-20202.00,9339.00,-10863.00,--,-10863.00,--,--,-10863.00,--,--,-10863.00,-10863.00,--,--,-10863.00,--,--,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3349,寶德,97356.00,81235.00,--,--,16121.00,--,--,16121.00,28341.00,--,-12220.00,10714.00,-1506.00,968.00,-2474.00,--,--,-2474.00,-1637.00,--,-4111.00,-2474.00,--,--,-4111.00,--,--,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3354,律勝,26109.00,22739.00,--,--,3370.00,--,--,3370.00,27313.00,--,-23943.00,12261.00,-11682.00,-1114.00,-10568.00,--,--,-10568.00,2275.00,--,-8293.00,-10568.00,--,--,-8293.00,--,--,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3357,臺慶科,1559426.00,1160084.00,--,--,399342.00,1598.00,--,397744.00,213110.00,--,184634.00,65038.00,249672.00,26471.00,223201.00,--,--,223201.00,29930.00,--,253131.00,224866.00,--,-1665.00,252237.00,--,894.00,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3360,尚立,1345083.00,1287582.00,--,--,57501.00,--,--,57501.00,73021.00,--,-15520.00,-11419.00,-26939.00,821.00,-27760.00,--,--,-27760.00,2759.00,--,-25001.00,-22545.00,--,-5215.00,-19786.00,--,-5215.00,-0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3362,先進光,1010067.00,794999.00,--,--,215068.00,--,--,215068.00,175842.00,--,39226.00,12541.00,51767.00,13927.00,37840.00,--,--,37840.00,17828.00,--,55668.00,38139.00,--,-299.00,55963.00,--,-295.00,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3363,上詮,411403.00,340859.00,--,--,70544.00,--,--,70544.00,77377.00,--,-6833.00,9021.00,2188.00,1078.00,1110.00,--,--,1110.00,-9261.00,--,-8151.00,1110.00,--,--,-8151.00,--,--,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3372,典範,227899.00,273944.00,--,--,-46045.00,--,--,-46045.00,21957.00,--,-68002.00,6019.00,-61983.00,0.00,-61983.00,--,--,-61983.00,--,--,-61983.00,--,--,--,--,--,--,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3373,熱映,91608.00,82550.00,--,--,9058.00,--,--,9058.00,36249.00,--,-27191.00,5029.00,-22162.00,-2877.00,-19285.00,--,--,-19285.00,4384.00,--,-14901.00,-19285.00,--,--,-14901.00,--,--,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3374,精材,1545411.00,1086021.00,--,--,459390.00,--,--,459390.00,132578.00,14934.00,341746.00,37046.00,378792.00,36528.00,342264.00,--,--,342264.00,--,--,342264.00,--,--,--,--,--,--,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3379,彬台,273520.00,229360.00,--,--,44160.00,--,--,44160.00,44696.00,--,-536.00,6472.00,5936.00,22.00,5914.00,--,--,5914.00,-7842.00,--,-1928.00,5914.00,--,--,-1928.00,--,--,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3388,崇越電,1774620.00,1459844.00,--,--,314776.00,--,--,314776.00,218692.00,--,96084.00,6393.00,102477.00,30350.00,72127.00,--,--,72127.00,50704.00,--,122831.00,69644.00,--,2483.00,119753.00,--,3078.00,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3390,旭軟,195002.00,162582.00,--,--,32420.00,--,--,32420.00,37348.00,0.00,-4928.00,12278.00,7350.00,1895.00,5455.00,--,--,5455.00,-4693.00,--,762.00,5455.00,--,--,762.00,--,--,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3402,漢科,1241060.00,956044.00,--,--,285016.00,--,--,285016.00,132784.00,--,152232.00,14132.00,166364.00,39813.00,126551.00,--,--,126551.00,24545.00,--,151096.00,126551.00,--,--,151096.00,--,--,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3426,台興,201814.00,135298.00,--,--,66516.00,--,--,66516.00,41581.00,--,24935.00,5001.00,29936.00,9656.00,20280.00,--,--,20280.00,17154.00,--,37434.00,20280.00,--,--,37434.00,--,--,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3430,奇鈦科,379744.00,276744.00,--,--,103000.00,--,--,103000.00,51877.00,--,51123.00,428.00,51551.00,12213.00,39338.00,--,--,39338.00,2881.00,--,42219.00,39338.00,--,--,42219.00,--,--,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3434,哲固,228048.00,177715.00,--,--,50333.00,--,--,50333.00,30002.00,--,20331.00,3561.00,23892.00,4778.00,19114.00,--,--,19114.00,30.00,--,19144.00,19114.00,--,--,19144.00,--,--,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3438,類比科,258079.00,170245.00,--,--,87834.00,--,--,87834.00,78098.00,--,9736.00,8779.00,18515.00,2754.00,15761.00,--,--,15761.00,18577.00,--,34338.00,--,--,--,--,--,--,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3441,聯一光電,91023.00,57162.00,--,--,33861.00,--,--,33861.00,21166.00,--,12695.00,8719.00,21414.00,5321.00,16093.00,--,--,16093.00,7353.00,--,23446.00,15774.00,--,319.00,22952.00,--,494.00,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3444,利機,301151.00,228555.00,--,--,72596.00,--,--,72596.00,50139.00,--,22457.00,19679.00,42136.00,6486.00,35650.00,--,--,35650.00,1515.00,--,37165.00,35650.00,--,--,37165.00,--,--,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3455,由田,363057.00,178649.00,--,--,184408.00,--,--,184408.00,183879.00,--,529.00,5046.00,5575.00,1115.00,4460.00,--,--,4460.00,2209.00,--,6669.00,4460.00,--,--,6669.00,--,--,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3465,進泰電子,442613.00,352514.00,--,--,90099.00,--,--,90099.00,64285.00,--,25814.00,8795.00,34609.00,8835.00,25774.00,--,--,25774.00,3113.00,--,28887.00,24884.00,--,890.00,26692.00,--,2195.00,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3466,德晉,10566.00,45280.00,--,--,-34714.00,--,--,-34714.00,38699.00,--,-73413.00,9193.00,-64220.00,0.00,-64220.00,--,--,-64220.00,4484.00,--,-59736.00,-64220.00,--,--,-59736.00,--,--,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3467,台灣精材,153328.00,124710.00,--,--,28618.00,--,--,28618.00,23805.00,--,4813.00,2367.00,7180.00,1241.00,5939.00,--,--,5939.00,--,--,5939.00,--,--,--,--,--,--,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3479,安勤,1931412.00,1409519.00,--,--,521893.00,0.00,0.00,521893.00,343030.00,0.00,178863.00,33915.00,212778.00,60050.00,152728.00,--,--,152728.00,28304.00,--,181032.00,136270.00,--,16458.00,159886.00,0.00,21146.00,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3483,力致,1783491.00,1477882.00,--,--,305609.00,--,--,305609.00,350163.00,--,-44554.00,63371.00,18817.00,13937.00,4880.00,--,--,4880.00,74620.00,--,79500.00,4880.00,--,--,79500.00,--,--,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3484,崧騰,1127822.00,831665.00,--,--,296157.00,--,--,296157.00,180209.00,--,115948.00,19910.00,135858.00,59465.00,76393.00,--,--,76393.00,41637.00,--,118030.00,75966.00,--,427.00,117042.00,--,988.00,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3489,森寶,122204.00,119577.00,--,--,2627.00,--,--,2627.00,7109.00,135.00,-4347.00,2267.00,-2080.00,1819.00,-3899.00,--,--,-3899.00,--,--,-3899.00,-3899.00,--,--,-3899.00,--,--,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3490,單井,47728.00,47587.00,--,--,141.00,--,--,141.00,20685.00,--,-20544.00,-11935.00,-32479.00,-2147.00,-30332.00,--,--,-30332.00,6205.00,--,-24127.00,-30332.00,--,--,-24127.00,--,--,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3491,昇達科,620099.00,306541.00,--,--,313558.00,--,--,313558.00,146832.00,--,166726.00,16697.00,183423.00,40239.00,143184.00,--,--,143184.00,-28382.00,--,114802.00,142921.00,--,263.00,114535.00,--,267.00,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3492,長盛,221480.00,151329.00,--,--,70151.00,0.00,0.00,70151.00,50594.00,--,19557.00,5166.00,24723.00,4058.00,20665.00,--,--,20665.00,5149.00,--,25814.00,20665.00,0.00,0.00,25814.00,0.00,0.00,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3498,陽程,143532.00,127140.00,--,--,16392.00,--,--,16392.00,72011.00,--,-55619.00,4409.00,-51210.00,12195.00,-63405.00,--,--,-63405.00,13366.00,--,-50039.00,-63219.00,--,-186.00,-49837.00,--,-202.00,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3499,環天科,85065.00,67275.00,--,--,17790.00,--,--,17790.00,34489.00,--,-16699.00,3135.00,-13564.00,4071.00,-17635.00,--,--,-17635.00,4442.00,--,-13193.00,-17635.00,--,0.00,-13193.00,--,0.00,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3508,位速,226775.00,206884.00,--,--,19891.00,--,--,19891.00,65853.00,--,-45962.00,5204.00,-40758.00,1822.00,-42580.00,0.00,--,-42580.00,422.00,--,-42158.00,-41940.00,--,-640.00,-41708.00,--,-450.00,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3511,矽瑪,461773.00,399532.00,--,--,62241.00,--,--,62241.00,87678.00,--,-25437.00,160.00,-25277.00,-3022.00,-22255.00,--,--,-22255.00,4120.00,--,-18135.00,-18835.00,--,-3420.00,-14715.00,--,-3420.00,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3512,皇龍,707612.00,507952.00,--,--,199660.00,--,--,199660.00,65304.00,--,134356.00,5048.00,139404.00,16935.00,122469.00,--,--,122469.00,0.00,--,122469.00,122469.00,--,--,122469.00,--,--,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3516,亞帝歐,220729.00,185367.00,--,--,35362.00,--,--,35362.00,52436.00,--,-17074.00,16192.00,-882.00,-164.00,-718.00,--,--,-718.00,22816.00,--,22098.00,3865.00,--,-4583.00,26681.00,--,-4583.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3520,華盈,241386.00,204257.00,--,--,37129.00,--,--,37129.00,40188.00,--,-3059.00,3146.00,87.00,-614.00,701.00,--,--,701.00,3478.00,--,4179.00,1084.00,--,-383.00,4526.00,--,-347.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3521,鴻翊,17844.00,26226.00,--,--,-8382.00,--,--,-8382.00,27893.00,--,-36275.00,-1766.00,-38041.00,14.00,-38055.00,--,--,-38055.00,47.00,--,-38008.00,-38055.00,--,0.00,-38008.00,--,0.00,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3522,御嵿,402974.00,194248.00,--,--,208726.00,--,--,208726.00,193161.00,--,15565.00,-1236.00,14329.00,10.00,14319.00,--,--,14319.00,45997.00,--,60316.00,16712.00,--,-2393.00,62709.00,--,-2393.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3523,迎輝,29713.00,37629.00,--,--,-7916.00,--,--,-7916.00,17629.00,--,-25545.00,-1812.00,-27357.00,0.00,-27357.00,--,--,-27357.00,0.00,--,-27357.00,-27379.00,--,22.00,-27379.00,--,22.00,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3526,凡甲,924249.00,442989.00,--,--,481260.00,--,--,481260.00,173397.00,--,307863.00,30584.00,338447.00,73445.00,265002.00,--,--,265002.00,51887.00,--,316889.00,265002.00,--,--,316889.00,--,--,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3527,聚積,386326.00,230465.00,--,--,155861.00,--,--,155861.00,165489.00,--,-9628.00,12706.00,3078.00,456.00,2622.00,--,--,2622.00,9085.00,--,11707.00,2622.00,--,--,11707.00,--,--,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3529,力旺,911734.00,0.00,--,--,911734.00,--,--,911734.00,389387.00,--,522347.00,27579.00,549926.00,95975.00,453951.00,--,--,453951.00,75.00,--,454026.00,461706.00,--,-7755.00,461726.00,--,-7700.00,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3531,先益,365349.00,300388.00,--,--,64961.00,--,--,64961.00,60130.00,--,4831.00,28413.00,33244.00,10559.00,22685.00,--,--,22685.00,15221.00,--,37906.00,23819.00,--,-1134.00,39040.00,--,-1134.00,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3537,堡達,686178.00,560485.00,--,--,125693.00,0.00,-130.00,125563.00,53444.00,0.00,72119.00,14513.00,86632.00,17360.00,69272.00,0.00,--,69272.00,4587.00,--,73859.00,69272.00,--,--,73859.00,--,--,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3540,曜越,1319466.00,903572.00,--,--,415894.00,--,--,415894.00,398615.00,0.00,17279.00,35252.00,52531.00,11933.00,40598.00,--,--,40598.00,21285.00,--,61883.00,43336.00,--,-2738.00,64621.00,--,-2738.00,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3541,西柏,253074.00,162289.00,--,--,90785.00,--,--,90785.00,93281.00,--,-2496.00,7233.00,4737.00,1149.00,3588.00,--,--,3588.00,665.00,--,4253.00,3588.00,--,--,4253.00,--,--,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3546,宇峻,346033.00,25490.00,--,--,320543.00,--,--,320543.00,272711.00,--,47832.00,18532.00,66364.00,13592.00,52772.00,--,--,52772.00,15120.00,--,67892.00,52772.00,--,--,67892.00,--,--,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3548,兆利,2627905.00,2308575.00,--,--,319330.00,--,--,319330.00,237445.00,--,81885.00,19964.00,101849.00,45802.00,56047.00,--,--,56047.00,93465.00,--,149512.00,56047.00,--,0.00,149512.00,--,0.00,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3551,世禾,680783.00,414972.00,--,--,265811.00,--,--,265811.00,129079.00,--,136732.00,13864.00,150596.00,31075.00,119521.00,--,--,119521.00,37775.00,--,157296.00,119521.00,--,--,157296.00,--,--,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3552,同致,2045381.00,1650630.00,--,--,394751.00,--,--,394751.00,433424.00,--,-38673.00,41666.00,2993.00,-5453.00,8446.00,--,--,8446.00,92045.00,--,100491.00,8446.00,--,--,100491.00,--,--,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3555,博士旺,6353.00,5360.00,--,--,993.00,--,--,993.00,10815.00,--,-9822.00,-7187.00,-17009.00,0.00,-17009.00,--,--,-17009.00,-61.00,--,-17070.00,-15353.00,--,-1656.00,-15372.00,--,-1698.00,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3556,禾瑞亞,251224.00,130472.00,--,--,120752.00,--,--,120752.00,90429.00,--,30323.00,-3832.00,26491.00,4605.00,21886.00,--,--,21886.00,238.00,--,22124.00,25978.00,--,-4092.00,26137.00,--,-4013.00,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3558,神準,3994126.00,3280646.00,--,--,713480.00,--,--,713480.00,520156.00,28372.00,221696.00,27299.00,248995.00,50002.00,198993.00,--,--,198993.00,9403.00,--,208396.00,152593.00,--,46400.00,161758.00,--,46638.00,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3564,其陽,500783.00,366595.00,--,--,134188.00,--,--,134188.00,122518.00,--,11670.00,-9109.00,2561.00,966.00,1595.00,--,--,1595.00,2186.00,--,3781.00,1595.00,--,--,3781.00,--,--,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3567,逸昌,67207.00,46322.00,--,--,20885.00,--,--,20885.00,11405.00,--,9480.00,1077.00,10557.00,2143.00,8414.00,--,--,8414.00,--,--,8414.00,--,--,--,--,--,--,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3570,大塚,743436.00,543595.00,--,--,199841.00,--,--,199841.00,106707.00,--,93134.00,1061.00,94195.00,20815.00,73380.00,--,--,73380.00,2964.00,--,76344.00,73380.00,--,--,76344.00,--,--,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3577,泓格,315715.00,147847.00,--,--,167868.00,--,--,167868.00,110510.00,563.00,57921.00,3998.00,61919.00,12352.00,49567.00,--,--,49567.00,1670.00,--,51237.00,49567.00,--,--,51237.00,--,--,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3580,友威科,91433.00,57552.00,--,--,33881.00,--,--,33881.00,21726.00,--,12155.00,6251.00,18406.00,4362.00,14044.00,--,--,14044.00,4813.00,--,18857.00,14044.00,--,--,18857.00,--,--,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3581,博磊,356507.00,228614.00,--,--,127893.00,--,--,127893.00,100202.00,--,27691.00,-15598.00,12093.00,9994.00,2099.00,--,--,2099.00,5512.00,--,7611.00,-11586.00,--,13685.00,-6074.00,--,13685.00,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3587,閎康,1238293.00,937661.00,--,--,300632.00,--,--,300632.00,220360.00,--,80272.00,1421.00,81693.00,31286.00,50407.00,--,--,50407.00,96657.00,--,147064.00,50407.00,0.00,0.00,147064.00,0.00,0.00,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3594,磐儀,390152.00,242755.00,--,--,147397.00,0.00,0.00,147397.00,185542.00,--,-38145.00,10031.00,-28114.00,3758.00,-31872.00,--,--,-31872.00,28927.00,--,-2945.00,-20377.00,--,-11495.00,6047.00,--,-8992.00,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3597,映興,201721.00,156420.00,--,--,45301.00,--,--,45301.00,37013.00,--,8288.00,2122.00,10410.00,3304.00,7106.00,--,--,7106.00,4214.00,--,11320.00,7106.00,--,--,11320.00,--,--,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3609,三一東林,139251.00,121453.00,--,--,17798.00,--,--,17798.00,56246.00,--,-38448.00,4439.00,-34009.00,0.00,-34009.00,--,--,-34009.00,-888.00,--,-34897.00,-34009.00,--,--,-34897.00,--,--,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3611,鼎翰,2856093.00,2007387.00,--,--,848706.00,--,--,848706.00,617993.00,--,230713.00,-4196.00,226517.00,41179.00,185338.00,--,--,185338.00,5656.00,--,190994.00,183543.00,--,1795.00,187860.00,--,3134.00,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3615,安可,248353.00,196972.00,--,--,51381.00,--,--,51381.00,46152.00,--,5229.00,16091.00,21320.00,6432.00,14888.00,--,--,14888.00,1559.00,--,16447.00,-3477.00,--,18365.00,-1918.00,--,18365.00,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3623,富晶通,73068.00,72183.00,--,--,885.00,--,--,885.00,7661.00,--,-6776.00,-1396.00,-8172.00,58.00,-8230.00,--,--,-8230.00,3985.00,--,-4245.00,--,--,--,--,--,--,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,3624,光頡,618995.00,454583.00,--,--,164412.00,--,--,164412.00,103931.00,--,60481.00,20503.00,80984.00,17068.00,63916.00,--,--,63916.00,10218.00,--,74134.00,63259.00,--,657.00,73209.00,--,925.00,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
