出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,114,1,2432,倚天酷��-創,1585610.00,248736.00,1834346.00,699544.00,18104.00,717648.00,618600.00,--,422373.00,151620.00,-75895.00,--,1116698.00,--,--,--,1116698.00,0.00,0.00,0.00,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2433,互盛電,3764760.00,3667420.00,7432180.00,2283488.00,1162068.00,3445556.00,1444960.00,--,42643.00,1177129.00,566930.00,--,3231662.00,--,--,754962.00,3986624.00,--,0.00,0.00,22.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2434,統懋,168953.00,512073.00,681026.00,104208.00,89613.00,193821.00,370000.00,--,101419.00,19125.00,-3339.00,--,487205.00,--,--,--,487205.00,--,0.00,0.00,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2436,偉詮電,4285799.00,1465212.00,5751011.00,1683965.00,172530.00,1856495.00,1780116.00,--,266971.00,1684052.00,-159562.00,-206993.00,3364584.00,--,--,529932.00,3894516.00,0.00,0.00,3032000.00,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2438,翔耀,596896.00,1110360.00,1707256.00,587637.00,411182.00,998819.00,651956.00,--,72318.00,-200877.00,-56945.00,-17920.00,448532.00,--,--,259905.00,708437.00,--,0.00,3000000.00,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2439,美律,26630264.00,12775702.00,39405966.00,15555610.00,5847592.00,21403202.00,2534894.00,--,8422402.00,6332744.00,-512142.00,--,16777898.00,--,--,1224866.00,18002764.00,0.00,0.00,0.00,66.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2440,太空梭,2032466.00,448922.00,2481388.00,1147672.00,95416.00,1243088.00,1391173.00,--,5109.00,-192948.00,34966.00,--,1238300.00,--,--,--,1238300.00,0.00,0.00,0.00,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2441,超豐,12043694.00,14995552.00,27039246.00,3790832.00,304210.00,4095042.00,5688459.00,--,2666.00,16939732.00,311348.00,--,22942205.00,--,--,1999.00,22944204.00,--,0.00,0.00,40.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2442,新美齊,23989680.00,2460780.00,26450460.00,17977663.00,2967922.00,20945585.00,2618192.00,--,116892.00,1999981.00,16864.00,--,4751929.00,--,--,752946.00,5504875.00,0.00,0.00,0.00,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2444,兆勁,1078187.00,748977.00,1827164.00,335783.00,548312.00,884095.00,1015696.00,--,124914.00,-181362.00,-16179.00,0.00,943069.00,0.00,--,0.00,943069.00,--,0.00,0.00,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2449,京元電子,28923281.00,46861843.00,75785124.00,12680283.00,15243604.00,27923887.00,12227451.00,--,5080949.00,26686490.00,3857287.00,--,47852177.00,--,--,9060.00,47861237.00,--,0.00,0.00,39.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2450,神腦,6315261.00,3709616.00,10024877.00,3480860.00,404000.00,3884860.00,2582527.00,--,738199.00,2816483.00,-6528.00,--,6130681.00,--,--,9336.00,6140017.00,--,0.00,0.00,23.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2451,創見,15499329.00,6602106.00,22101435.00,4288625.00,280869.00,4569494.00,4298437.00,--,2687286.00,10653553.00,-107335.00,--,17531941.00,--,--,--,17531941.00,0.00,0.00,0.00,40.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2453,凌群,3517718.00,794532.00,4312250.00,2216877.00,88216.00,2305093.00,1000000.00,--,1835.00,969692.00,24479.00,0.00,1996006.00,--,--,11151.00,2007157.00,--,0.00,0.00,19.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2454,聯發科,378495778.00,339788033.00,718283811.00,296541411.00,25950606.00,322492017.00,16016624.00,--,31915520.00,289630931.00,50262488.00,-55970.00,387769593.00,--,--,8022201.00,395791794.00,--,0.00,7794085.00,243.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2455,全新,2337853.00,2322573.00,4660426.00,767792.00,406005.00,1173797.00,1849059.00,--,16736.00,1663149.00,-42315.00,--,--,--,--,--,3486629.00,0.00,0.00,0.00,18.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2457,飛宏,10969251.00,5585368.00,16554619.00,4834695.00,1749196.00,6583891.00,4312084.00,--,4579383.00,957905.00,121356.00,--,9970728.00,--,--,0.00,9970728.00,--,0.00,0.00,23.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2458,義隆,8710432.00,6585922.00,15296354.00,4465274.00,1424092.00,5889366.00,3038804.00,0.00,1139149.00,5899430.00,-31432.00,-833375.00,9212576.00,0.00,--,194412.00,9406988.00,--,0.00,17557199.00,32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2459,敦吉,6811610.00,2618969.00,9430579.00,3021633.00,514019.00,3535652.00,1055956.00,--,181895.00,3911442.00,342502.00,--,5491795.00,--,--,403132.00,5894927.00,--,0.00,0.00,52.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2460,建通,2981912.00,2233840.00,5215752.00,2709913.00,578415.00,3288328.00,1692000.00,--,271333.00,13066.00,-5916.00,-43059.00,1927424.00,--,--,--,1927424.00,--,0.00,3301100.00,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2461,光群雷,4480683.00,3741430.00,8222113.00,2844735.00,1327156.00,4171891.00,1740173.00,--,771418.00,873455.00,-137091.00,--,3247955.00,--,--,802267.00,4050222.00,--,0.00,0.00,18.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2462,良得電,3754669.00,2666352.00,6421021.00,2760245.00,401772.00,3162017.00,1501440.00,--,374220.00,1483342.00,-119740.00,--,3239262.00,--,--,19742.00,3259004.00,0.00,0.00,0.00,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2464,盟立,8420042.00,3883297.00,12303339.00,5579942.00,1526413.00,7106355.00,2045312.00,--,997808.00,2054938.00,34112.00,--,5132170.00,--,--,64814.00,5196984.00,--,0.00,0.00,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2465,麗臺,2705383.00,359300.00,3064683.00,2225100.00,128834.00,2353934.00,839460.00,--,193830.00,-424562.00,8636.00,--,617364.00,--,--,93385.00,710749.00,0.00,0.00,0.00,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2466,冠西電,990829.00,3305562.00,4296391.00,1667414.00,727364.00,2394778.00,1714587.00,--,143838.00,88199.00,-45011.00,--,1901613.00,--,--,--,1901613.00,0.00,0.00,0.00,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2467,志聖,6539855.00,4579016.00,11118871.00,3962808.00,2869012.00,6831820.00,1567553.00,--,513688.00,968332.00,1306588.00,-478899.00,3877262.00,--,--,409789.00,4287051.00,0.00,0.00,5981549.00,25.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2468,華經,1565541.00,626024.00,2191565.00,819633.00,97291.00,916924.00,699612.00,--,62361.00,510742.00,1926.00,--,1274641.00,--,--,--,1274641.00,--,0.00,0.00,18.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2471,資通,1215499.00,269049.00,1484548.00,460500.00,86763.00,547263.00,472539.00,--,160803.00,304976.00,-4789.00,--,933529.00,--,--,3756.00,937285.00,0.00,0.00,0.00,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2472,立隆電,10655167.00,6546188.00,17201355.00,3671129.00,565868.00,4236997.00,1647351.00,--,2055499.00,4735397.00,57329.00,0.00,8495576.00,--,--,4468782.00,12964358.00,0.00,0.00,0.00,51.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2474,可成,115175315.00,119138817.00,234314132.00,58347994.00,6689243.00,65037237.00,6803641.00,--,17879566.00,143586538.00,5018628.00,-6089572.00,167198801.00,--,--,2078094.00,169276895.00,--,0.00,31219000.00,257.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2476,鉅祥,8462366.00,3945314.00,12407680.00,1810316.00,1441241.00,3251557.00,2108960.00,--,1445842.00,4775137.00,203635.00,--,8533574.00,--,--,622549.00,9156123.00,--,800000.00,0.00,40.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2477,美隆電,5309259.00,2889561.00,8198820.00,2062518.00,1549497.00,3612015.00,1585732.00,--,6284.00,2355452.00,305529.00,--,4252997.00,--,--,333808.00,4586805.00,--,0.00,0.00,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2478,大毅,5671177.00,4260778.00,9931955.00,2262574.00,538737.00,2801311.00,1447313.00,--,1525472.00,4323526.00,-251221.00,-27015.00,7018075.00,--,--,112569.00,7130644.00,--,0.00,566000.00,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2480,敦陽科,6130074.00,1003212.00,7133286.00,4173242.00,72061.00,4245303.00,1063603.00,--,166514.00,1652401.00,5465.00,0.00,2887983.00,--,--,0.00,2887983.00,0.00,0.00,0.00,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2481,強茂,15264619.00,14356697.00,29621316.00,8293316.00,5894284.00,14187600.00,3821149.00,--,6115281.00,4209663.00,-36338.00,--,14109755.00,--,--,1323961.00,15433716.00,--,0.00,0.00,36.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2482,連宇,1062340.00,406281.00,1468621.00,168399.00,40889.00,209288.00,778827.00,--,146565.00,301816.00,32122.00,--,1259330.00,--,--,3.00,1259333.00,--,0.00,0.00,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2483,百容,1386487.00,2741921.00,4128408.00,993702.00,623667.00,1617369.00,1090938.00,--,227137.00,1061539.00,118825.00,0.00,2498439.00,--,--,12600.00,2511039.00,--,0.00,0.00,22.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2484,希華,2285424.00,2149152.00,4434576.00,518656.00,173882.00,692538.00,1594210.00,--,722762.00,1432066.00,-12858.00,--,3736180.00,--,--,5858.00,3742038.00,--,0.00,0.00,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2485,兆赫,3744961.00,2757349.00,6502310.00,1024651.00,56499.00,1081150.00,3176890.00,--,549692.00,1613110.00,-86253.00,--,5253439.00,--,--,167721.00,5421160.00,0.00,0.00,0.00,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2486,一詮,5478127.00,6148288.00,11626415.00,2003571.00,4312516.00,6316087.00,2339586.00,--,2711160.00,200337.00,-102542.00,0.00,5148541.00,--,--,161787.00,5310328.00,0.00,0.00,0.00,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2488,漢平,2969279.00,939744.00,3909023.00,831476.00,260412.00,1091888.00,799994.00,--,34071.00,1977281.00,5789.00,--,2817135.00,--,--,--,2817135.00,0.00,0.00,0.00,35.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2489,瑞軒,17145700.00,5108924.00,22254624.00,7902103.00,358633.00,8260736.00,6800000.00,--,2261663.00,4685013.00,93871.00,--,13840547.00,--,--,153341.00,13993888.00,0.00,0.00,0.00,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2491,吉祥全,1012101.00,234630.00,1246731.00,149569.00,28926.00,178495.00,820080.00,--,82271.00,-204493.00,10491.00,--,708349.00,--,--,359887.00,1068236.00,0.00,0.00,0.00,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2492,華新科,32792271.00,67730328.00,100522599.00,26223581.00,15289160.00,41512741.00,4858048.00,--,3169651.00,37993038.00,3453040.00,-236380.00,49237397.00,--,--,9772461.00,59009858.00,--,0.00,1000000.00,101.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2493,揚博,3553621.00,1142540.00,4696161.00,1696861.00,127154.00,1824015.00,1144373.00,--,322023.00,1309550.00,96200.00,--,2872146.00,--,--,--,2872146.00,0.00,0.00,0.00,25.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2495,普安,6012854.00,766099.00,6778953.00,1977260.00,76999.00,2054259.00,2735515.00,--,88865.00,1882752.00,17562.00,--,4724694.00,--,--,0.00,4724694.00,0.00,0.00,0.00,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2496,卓越,476712.00,965108.00,1441820.00,538685.00,74030.00,612715.00,191004.00,--,295443.00,338168.00,-2517.00,0.00,822098.00,--,--,7007.00,829105.00,--,0.00,0.00,43.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2497,怡利電,3197582.00,1605305.00,4802887.00,1862010.00,308006.00,2170016.00,1227997.00,--,449109.00,910319.00,45446.00,--,2632871.00,--,--,--,2632871.00,--,0.00,0.00,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2498,宏達電,33173377.00,17833397.00,51006774.00,12948876.00,12132366.00,25081242.00,8351955.00,--,16319644.00,3165608.00,-1911675.00,--,25925532.00,--,--,--,25925532.00,--,0.00,0.00,31.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2501,國建,63478746.00,24971871.00,88450617.00,39604286.00,18557346.00,58161632.00,11595611.00,--,172048.00,14932122.00,1345256.00,--,28045037.00,--,--,2243948.00,30288985.00,--,0.00,0.00,24.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2504,國產,14010427.00,31371346.00,45381773.00,6436017.00,10157962.00,16593979.00,11800000.00,--,1212288.00,14643651.00,-13906.00,-4789.00,27637244.00,--,--,1150550.00,28787794.00,--,0.00,3116108.00,23.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2505,國揚,19616026.00,3017758.00,22633784.00,11974452.00,198360.00,12172812.00,3800000.00,--,627683.00,5851202.00,59188.00,--,10338073.00,--,--,122899.00,10460972.00,0.00,0.00,0.00,27.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2506,太設,8347735.00,5851485.00,14199220.00,3946081.00,828714.00,4774795.00,3870000.00,--,399732.00,2976241.00,449987.00,-193207.00,7502753.00,--,--,1921672.00,9424425.00,--,0.00,25443994.00,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2509,全坤建,9206781.00,2811175.00,12017956.00,6210016.00,1228755.00,7438771.00,2245505.00,--,537537.00,1262631.00,134855.00,--,4180528.00,--,--,398657.00,4579185.00,0.00,0.00,0.00,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2511,太子,20332539.00,25511401.00,45843940.00,3708377.00,16196988.00,19905365.00,16233261.00,--,2260513.00,5620151.00,1605445.00,-1003.00,25718367.00,--,--,220208.00,25938575.00,0.00,0.00,655424.00,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2514,龍邦,16538457.00,22992591.00,39531048.00,12452534.00,6733934.00,19186468.00,3947293.00,--,210291.00,8806966.00,-131398.00,-614333.00,12218819.00,--,--,8125761.00,20344580.00,--,0.00,36608592.00,34.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2515,中工,55117655.00,9475564.00,64593219.00,24720988.00,16832403.00,41553391.00,15308998.00,--,96532.00,7810652.00,-1000535.00,--,22215647.00,--,--,824181.00,23039828.00,--,0.00,0.00,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2516,新建,5402438.00,1616194.00,7018632.00,5040509.00,126147.00,5166656.00,2262785.00,--,13156.00,-528395.00,104430.00,--,1851976.00,--,--,--,1851976.00,--,0.00,0.00,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2520,冠德,47412436.00,10706160.00,58118596.00,25714249.00,5604884.00,31319133.00,5541701.00,--,1494043.00,16353548.00,-28605.00,-98702.00,23261985.00,--,--,3537478.00,26799463.00,0.00,0.00,12690784.00,42.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2524,京城,39455484.00,848295.00,40303779.00,8204235.00,10988140.00,19192375.00,3694196.00,--,8082.00,17409126.00,0.00,0.00,21111404.00,--,--,--,21111404.00,0.00,0.00,0.00,57.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2527,宏璟,15343069.00,11354114.00,26697183.00,11728043.00,2131420.00,13859463.00,2703060.00,--,371540.00,4406317.00,5432700.00,-455812.00,12457805.00,--,--,379915.00,12837720.00,--,0.00,8547695.00,47.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2528,皇普,27309863.00,477625.00,27787488.00,18783001.00,2202231.00,20985232.00,4133585.00,--,1634607.00,1034064.00,0.00,--,--,--,--,--,6802256.00,--,0.00,0.00,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2530,華建,29603671.00,165971.00,29769642.00,17474770.00,1905670.00,19380440.00,8399880.00,--,1257618.00,507269.00,221.00,--,10164988.00,--,--,224214.00,10389202.00,--,0.00,0.00,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2534,宏盛,17350158.00,14853156.00,32203314.00,13268210.00,3857818.00,17126028.00,4742280.00,--,2340939.00,7961274.00,78615.00,-45822.00,15077286.00,--,--,--,15077286.00,--,0.00,1227150.00,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2535,達欣工,26352818.00,1710842.00,28063660.00,14006481.00,4799862.00,18806343.00,2707940.00,--,2415288.00,3963521.00,84830.00,-124076.00,9047503.00,--,--,209814.00,9257317.00,--,0.00,10902228.00,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2536,宏普,41646373.00,3111801.00,44758174.00,28366412.00,3990194.00,32356606.00,3328087.00,--,2042348.00,6402739.00,0.00,--,11773174.00,--,--,628394.00,12401568.00,--,0.00,0.00,35.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2537,聯上發,16806663.00,586289.00,17392952.00,11926138.00,1008739.00,12934877.00,3005579.00,--,564882.00,887614.00,0.00,--,--,--,--,--,4458075.00,--,0.00,0.00,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,2538,基泰,17049462.00,1158205.00,18207667.00,12232763.00,43074.00,12275837.00,4450255.00,--,58479.00,1566617.00,-143521.00,--,5931830.00,--,--,0.00,5931830.00,--,0.00,0.00,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
